hand.label,hand.label_simplified,expert.ind,username,description
gov,gov,yes,TrishaCastranio,"Working in the federal sector in global env health & climate change, w interests in sustainability, resilience, health, earth obs, SDGs, & my GSD. Tweets my own"
acad,acad,yes,IaraLacher,"Ecologist, Conservationist, Biodiversity ❤️er.
Academic outside of Academia.
Owner of native plant nursery https://t.co/PbhDglGkX8 🌱💚
🌎 All dogs r good"
acad,acad,yes,BradWeilerDives,🇨🇦PhD Candidate @UMiamiRSMAS in the @delCampoLab 🤘🏼@NSERC_CRSNG PGS-D Fellow | Coral Holobiont/Disease Ecology🪸🔬🦠🧬 | Beer Snob🍺 | Cat Dad 🐈 he/him
acad,acad,yes,cliff_watkins,"Sub Veteran, NRC Postdoc at NRL Monterey, PhD. Oceans and hurricanes. Stratified turbulence to climate (he/him)"
other,other,yes,timeisabstract,always & forever with the 1000 @704afge EPA scientists and engineers in Chicago and the Great Lakes (she/her) 🛶
acad,acad,yes,walton_co,"UF/IFAS Walton County Extension provides education & knowledge in Forestry, Agriculture, Horticulture, Family Consumer Science, 4H/Youth & Marine Sciences."
other,other,yes,eco_carolyn,"MS in environmental science. I write about #nature and #scicomm. I specialize in wetlands, amphibians, and turtles."
other,other,no,StPeteArts,"Providing leadership for the financial success, quality, diversity, and organizational stability of the arts and cultural community of St. Petersburg, FL."
other,other,no,FringeFlorida,"Fringe Florida Author/journ/fiction scribe Lover of vintage, eccentrics, Mother Earth, Southern Lit, puppy dogs and potato chips."
acad,acad,yes,Captain_Raven27,"Aspiring Marine biologists 
Living legend"
other,other,no,pgrahammtl,Interested in cultural transformation for sustainability
other,other,no,GraveyardAmy,Entertainment fan. A few facts splashed in random tweets. Practice 0 population growth. Horror💚RealityTV💚Cats💚Nature💚Animals💚Earth💚Rock💚Old School
other,other,no,AyushPateltheg1,"Student from Dr. VIRENDRA SWARUP EDUCATION CENTRE
Plan your work,  and work your plans !!"
acad,acad,yes,themicrobemama,Boricua Postdoc using #drones to spy on #HABs 🔬🚁 🇵🇷
other,other,no,mrskaranorris,"BS Wildlife Biology, Ohio University.  AP Environmental Science Teacher at Heritage HS. Lifelong Learner. Working on Bucket List to see all National Parks"
other,other,no,ida_v_e,happy warrior / tender defender. ✨ policy & sometimes I write about music. Junior Fellow at the Midwest Emo Revival Institute. views my own.
acad,acad,yes,tamraraven,Plant ecologist: 10km3x2 ECOPLAY=unique:recognizable: complex:predictable:patterning ECOTONE ECOLOGICALRESTORATION endemic plant species:VEGETATION CONNECTIVITY
acad,acad,yes,SciFanBenny,"Proud biologist, lover of all things science and nature, and a fan of awesome alliteration! #IStandWithUkraine"
other,other,yes,barSwilson,"Citizens Climate Lobby, Watershed Alliance of Marin, Community Health Nurse, youth specialist;  happily married 45 years with 10 thriving grandchildren."
acad,acad,yes,Tallfish1,I am a Marine Biologist who wants to make the world better for all! Socialism is Best! #NoMiddleGround #M4A #GreenNewDeal 🍞&🌹🦈🧜‍♂️🐁
acad,acad,yes,zachkiwi,"Scientific Diver. Environmental Epigenetics Lab Manager. Undergrad done, FIU class of 2021. All views stated are my own. He/Him"
other,other,no,NancySa45944060,"CLINICAL SOCIAL WORKER DECENT,HONEST,CARING,LOVING,HUMAN BEING."
acad,acad,yes,kevincobarno,"geologist, truth seeker, science-y thing tweeter, astral explorer"
acad,acad,no,ParuchGretchen,"Physician Assistant since 1977 Former Chair & Founding Program Director Sullivan University PAP. Faculty Salus, Arcadia & LIU PAPs. #TheResistance"
other,other,no,HeatherHawort17,Working on PhD in Philosophy of Sexology - “The Institute of Sexology” Book/Exhibition @wellcometrust Golden Rose Award Medal Recipient MICA - Views Are My Own
acad,acad,yes,Claudia_Tippett,"Biologist, ecologist, mom, wife. Born in Mexico. Love coffee, wine, and nature. #Sustainability. #Climate Change #Carbon Mastodon: @claudia_tippett@ohai.social"
acad,acad,no,rekastner,"Researching Transactional Interpretation of QM. """"That which can be destroyed by the truth, should be."""" -P. C. Hodgell  Solidarity with Haiti, under US invasion."
acad,acad,yes,Cetalingua,Decoding marine mammal communication with #CitizenScience and #ArtificialIntelligence
other,other,no,KirklandWalsh,"PhD, FNP-c, GNP-c, specializing in wounds, documentation, Leadership, community partnerships, obesity, weight loss, aging"
other,other,no,RutkowskiDr,The American Voice Institute of Public is a faith based organization dedicated to educating and training American citizens about public policy issues.
other,other,no,mopoisoncenter,"Expert Help for poisonings and drug information, 24-7.  The internet is no substitute for talking to a specialist who's always there to help. 1-800-222-1222."
other,other,yes,SaveHatchlings,Supporting sea turtle conservation projects through funding & education. Every $1 saves 10 hatchlings. A project of @SEETurtles.
acad,acad,yes,KibbyPictus,"Trained as wildlife biologist, currently wildland firefighter, cat mom and a few other things. Not afraid to wax livid about the state of our nation. She/her."
acad,acad,yes,Michicanner,"Biologist, history enthusiast , lover of musicals, pie baker and so much more. Northerner in the South #Michigander #GenX #whovian #GoBlue #DnD #ally she/her"
acad,acad,yes,MichelleaStella,"Marine science instructor, Ph.D., unceasing advocate of graduate student teaching assistants, lover of all things ocean, Labradors, naps. All views mine."
other,other,no,Stevenj33706517,"driller of oil wells,gulf of mexico,north sea,red sea,costa del sole, east texas,west texas,tunisia, poker playing fool and my heroes are armed service members!"
acad,acad,yes,slidewinding,"🥋👩🏽‍⚕️⛑️Semper Ciencias🔬☣️👩🏽‍🔬
Env Sci/Chemist/Lifetime 1st Resp
ASL=daily Deaf Dog owns me
music teacher/luthier 
Neurodivergent🧠
Gone Postal: same @'s"
other,other,yes,KeniryBird,Leading Green Teach for Opportunity.  Illuminating industry trends & skills. Nurturing new talent. #Biodiversity #DesignThinking #Education #SDGs
other,other,no,gunnisonheath,Mother-Wife-Former Environmental Consultant-Geologist-science is never settled...Go Dawgs!
other,other,no,AnotherLattePls,"I believe science, scientists & Fauci. Reporting is not stenography. why are Elites letting him get away with all of it. Angry again."
other,other,no,aeabney,"Founder, Outdoorsmen, Surfer, Market-Networks, Music, Warm Clear Oceans, Cool Clear Streams, Conservation+Education"
other,other,no,KoosCarolyn,"A visionary educational administrator with an extensive background in school administration, Dr. Koos is a self-described systems and strategic thinker."
other,other,no,Lea81S,Former teacher. Love our Earth & its creatures. Respect Dr.Brian May and those who educate us all when animals need help. Musicians-Love 'em! Queen-Of course
acad,acad,no,FoodSmartUME,"PhD, Family & Consumer Sciences Agent
This institution is an equal opportunity provider. Accommodation request, contact your local UMD Extension Office."
acad,acad,yes,AndyAread,marine conservation biologist
other,other,no,SergeMasse2,"Apps for dolphins and people. Trying to get dolphins and people to talk to each other, at sea (or in a good sanctuary). My apps are free, no ads, on Google Play"
acad,acad,yes,frantsjensen,"Marine Biologist, biologger and bioacoustician @MarineMammalAU; Cetacean biosonar, communication and effects of noise in the Anthropocene; he/him"
other,other,no,drjewilliams,"Dr. Williams is an integrative medicine clinician and author of six health books, programs, and adventure memoirs about Peruvian shamanism."
other-agg,media,no,texas_health,Official Twitter for Health Jobs.  Follow this account for Newest Health jobs in #Texas. Be first to apply #tx #jobs #hiring #medical #nurse #healthcare #job
other,other,no,ameliadgvl,#NewPedagogies #DeeperLearning #ImprovementScience #Liberation #Equity #SoR #Mother #Learner #Warrior #Activist #LicSchPsych #Literacy
other,other,no,Cleary313K,"Mother, Matriarch, mentor, counselor, makeup artist, proud feminist, lover of science 👩🏻‍🔬 #FemaleLeadership #GirlsInSTEM #TheResistance turn #2020 🚺"
acad-int,acad-int,yes-int,tinchooramos,28. Profesor de Química.  Científico de la UNSE en Agua y Ambiente. Máster en UNED. Libros y San Lorenzo. #astronomy #Innovation  #blackhole #chemistry
other,other,no,TheRReport,Unapologetic progressive. #GlobalHeating. #Forests. #Water. #IncomeInequality. #HumanRights. Docs for English Lit. followed by Public Policy  #Resistance
other,other,no,BobCornish,"I asked scholars & philosophers, He was beyond their understanding. I looked into my heart & it was there He dwelled. He was nowhere else to be found."
acad,acad,yes,freebluebird19,"Biologist, microbiologist, gardener, nature lover, truth seeker, resist #BidenHarris"
acad,acad,no,sme_engineering,We are engineers. We are scientists. We are designers. We have the versatility you need and the experience that matters.
acad,acad,no,joyramie,"college instructor. CSR, leadership and sustainability trainer. graduate of The Maxwell School at Syracuse University. she/her"
other,other,no,learnmath4us,Math Teacher 5k 10k 13.1 26.2 age 55+yrs hope 2inspire Sts 2b lifelong learners & b interested in scientific & social world around them RTs not endorsements
acad,acad,no,USFSM,The official Twitter account for the University of South Florida Sarasota-Manatee campus.
other,other,no,jodifabius,1:1 learning difference📚📙📘📗📕Ann Newman Pre-School Temple Siani
other,other,no,Outofdoor,We are a PreK - 12th grade Independent College Prep School with two campuses - one on historic Siesta Key and a collegiate style campus in Lakewood Ranch.
acad,acad,yes,dalyengellab,"This is the page of Dr. Toby S. Daly-Engel, Director of the Florida Tech Shark Conservation Lab (she/her) #BLM, #loveislove! Views my own"
other,other,yes,FinsUnited,The Fins United Initiative (#TFUI) is dedicated to promoting #diversesharks & their #conservation by delivering FREE educational tools worldwide! Check us out.
other,other,yes,oceanfamilygame,Designer of #educational #ocean -themed games and children's books; Marine conversationalist partnered with @OCEARCH to make a difference; #reduceplastic
other,other,no,DrRhondaFine,"Dr. Rhonda Fine, PhD, ARNP, MSN, is an Internationally recognized Clinical Specialist in the field of Human Sexuality."
other,other,no,Capitaine_Jon,"🇺🇲Saltwater Navigator⚙Engineer🛠
Vet⚓ Salute, Pledge n' Defend #America1st #1A #2A #DD214Club #IGY6 #Marine #Maritime #turn22to0 📷ND750 Lens 📵DM"
other,other,no,Ron_Rodriguez,"I'm Ron, Provide families to equal access to the Liberty, Equality, Opportunity & Justice that every North American deserves & expects."
other,other,no,sausagezz,Climate change/ biodiversity/population he/she/it/whatever
tourbiz,tourbiz,yes,NAMA_NET,"Marine alliance advocating for good, clean, fair seafood & policies that uplift fishing communities & protect our oceans via #foodjustice and #localfood focus."
acad,acad,yes,NatMarineLfeCtr,Rehabilitating & releasing stranded marine mammals & sea turtles in order to advance science & education in marine wildlife health & conservation.
acad,acad,yes,WelshCetaceans,"Monitoring Officer for @SeaWatchersUK studying the marine mammal populations of Cardigan Bay.
 ~All opinions are my own~"
other,other,yes,HollySelf107,"Marine mammal & ecology enthusiast. Advisor at @natreswales, @UoABioSci MSc and @sos_bangor_uni BSc. Thoughts & opinions are my own."
acad,acad,yes,ElasmoBro,"Shark biologist & shark advocate @AustMarConsSoc | Sharks are my thing, coffee my fuel, boxing my zen & nature my religion | Views my own"
acad,acad,yes,munialgal,PhD Student University of Florida @UFSNRE researching organic matter cycling of non-point source pollution by harmful algae in the Tampa Bay area 🌊🌎🔬🥽
acad,acad,no,FloridaTech,Florida Institute of Technology—Florida's STEM University | Located on the #SpaceCoast 💫 #FloridaTech
acad,acad,yes,rachel_roday,Marine Science master’s student @UDCeoe 🦈 Tracking American shad in the Delaware River Basin #rstats #SIA #TeamFish 🔬 @NSF fellow 🐠 she/her👩🏻‍🔬 #BLM ✡️
acad,acad,yes,BobSluka,I lead @arochaint Marine Programme integrating Christian faith and marine conservation for ocean transformation. #ARochaMarine #microplastics #bluemind #sdg14
acad,acad,yes,SpinyDag,"Marine ecologist interested in migration, habitat use, and feeding, especially involving 🦈. Temporary Canadian. He/him/y'all. #MovementOfLife #NCsharkscience"
other,other,no,Jizzjazz1980,"She/Her, Ace, Disabled, Intersectional Feminist, Conservation, Nerd | Fedal Admirer | Russian Tennis Obsessed | #IStandWithOlya 🔞"
other,other,yes,wild_landscapes,"Conservation NGO, partnering with diverse stakeholders to create large-scale, globally important wildlife corridors #GreeningTheMap"
other,other,no,scryptid,"24, she/her 🌈
shark & marine mammal enthusiast, occasional goober"
other,other,yes,Oceanboi7,"Fish in a suit 🐟🐠 🦈

Studying marine sciences.
Interested in zoology, ethology, marine ecology and deep sea fauna.

Profile banner from Kraut's video."
other,other,no,wingfoote,"Radioman U.S. Coast Guard 1979 - 1993
BS Early Child Ed Santa Fe College Gainesville Fl 2014
MA Educational Tech Florida Gulf Coast University 2016"
other,other,yes,FLEnvFilmFest,Our mission is to present environmental films and educational events that advocate for broadening our knowledge of environmental issues impacting Florida.
other,other,yes,FLcleanenergy,Clean Energy Girl. Florida Clinicians for Climate Action. Southern Alliance for Clean Energy.
other,other,no,jblakeslee1,"Author of Ama Adhe: The Voice That Remembers, the heroic story of a woman's fight to free Tibet, researched Chinese labor camps for nearly a decade.
Pls no DMs."
acad,acad,yes,SwampThingPaul,"Aquatic ecologist, #biogeochemist & #hydrologist. Number crunching #rstats fool. 💚 #gardening. 🇩🇪🇸🇪🇸🇯🇫🇷 learner. Views are my own."
media,media,no,gpublicity1,"No-B.S. publicist helps sports biz, authors & more get known. Media matters. Newsletter: https://lp.constantcontactp • Best title ever: auntie. #USF #MKE #PR"
other,other,yes,andiii__7,"Stay Curious • Prospective MSc Biodiversity, Evolution and Conservation in Action at Middlesex University London • UC ‘21"
other,other,no,Peter_Haugen,"Author of World History for Dummies (new! 3rd edition, @ForDummies), Was Napoleon Poisoned? And other Mysteries of Royal History, Biology: Decade by Decade."
acad,acad,yes,urbanplanterdfw,Urban Ecologist & Science Communicator 🌳 TCU Science Ed PhD student 👩🏻‍🔬 🌿 All views are my own! she/ her 🌈 #BiInSci🏳️‍🌈 go frogs 🐸 #HolmesScholar
other,other,yes,Anne_Weir1,"Midwest Director @EWG. Agriculture, sustainability, climate change, water, policy, data. @michiganstateu @MSUAFRE and @kcollege alum. Views are my own."
other,other,no,donpcarr,"Bare-knuckle content and communications for a better world.

Newsletter/Blog: https://t.co/T61xjBREn6 
Mastadon:doncarr@mastodon.social"
other,other,no,MonicaHone,Water. Biodiversity. Sustainability. Resilient Communities. Reality-based feminism.
acad,acad,yes,DoctorVive,"Founding Director @EndClimtSilence | Affiliate Faculty @NewSchoolTEDC | Next book: """"The Language of Climate Politics"""" @OxUniPress"
acad,acad,yes,ichthyemily,"pelagic tunicates, larval fish, stable isotopes (esp love CSIA), pelagic food webs. bio oce PhD student @SkIOinSavannah ⛴ MSc @larvalfishlab @ucfalumni"
other,other,no,clar_idadE,"Projects and Trains lover! With my heart in Nicaragua, bits of me remain in the UK and Spain. Life is to be lived to the fullest. Let’s care about the planet 🌎"
other,other,no,igot4grands,"Recently retired and politically motivated #resister single Mom of 3 sons, one a Marine vet(Iraq). Grandma of 5 now, 4 of them boys."
other,other,no,JohnEJefferson,Working class and pissed off. 2022 brings new challenges. My main three areas will be 1) mental health. 2) homelessness 3) miscarriages of justice. #Solidarity
other,other,no,iscel,"Following scientists. Mostly retweeting. Typos all mine. ☕

""""not an alarmist but quite alarmed""""

@iscel@mastodon.social"
other,other,no,Daniel_Nikpayuk,Inuvialuk from Inuvik/Aklavik. Bachelors degree in math. Building a programming language to assist in Indigenous multimedia/storytelling. Cooks for love +money.
other,other,no,MrOkra,"PhD-Food Scholar-Chef/Culinary Consultant, Afro-Brazilian sacred/secular culinary cultures"
other,other,yes,CSFmarine,"Marine Studies at Canterbury is a school-wide program for students in PK3 - grade 12, focusing on all aspects of marine science and environmental education."
acad,acad,no,LJDishaw,Dishaw Lab is interested in how secreted immune effectors shape the gut microbiome. Bacteria-phages-fungi. Integrative biology lab.
other,other,no,birdgirl31,"environmental, sustainable development/communities, sustainable schools, education and social science, photography and other arts"
other,other,no,BeaconHillAssoc,"Beacon Hill Associates, a division of Specialty Program Group, LLC, is an insurance broker and program administrator, specializing in environmental insurance."
media,media,no,Albany_Herald,"The Albany Herald is one of the oldest daily newspapers in Georgia, serving 24 counties in Southwest Georgia."
acad,acad,yes,fawda123,"Water quality data guy with experience in bioassessment and estuaries, semi-pro amateur in #rstats package and Shiny application dev. He/him."
acad,acad,yes,UFWildlife,"We are @UF's Wildlife Ecology & Conservation Dept! Expanding what we know about ecology, conservation, & management of wildlife & their habitats. #UFWildlife"
other,other,no,georgecynt,"Dr. Cynthia George, retired Educator/Administrator, Palm Beach Co. Schools,146 languages/dialects. Grant/program developer, under-served children & families."
tourbiz,tourbiz,yes,WadeFishingExp,"Tampa Bay’s premier wade fishing show, hosted by Matt Stevens, @stevens_mms. Tips, tactics and locations to help you catch more redfish, trout and snook."
other,other,no,KZ_Howell,"Father, Soldier, Author and Redneck Philosopher.
I write Science Fiction, History and Thrillers.

I unfollow back."
acad,acad,yes,DhaliWear,Ecologist/ Biologist/ Tree-Hugger - take your pick!  Dabble in rocket science and brewing the best cup of coffee. Working towards #LibertyAndJusticeForAll
other,other,no,LittleFootLady,"#EnviroSci, adventure seeker, traveler, wannabe chef, veteran Marine, ... lover of growing things



$DeviLittlefoot"
acad,acad,yes,rosebud557,biologist
other,other,no,Kraymer5,"Resister! Dog & Nature Lover
Politically informed/Proud Active Dem4yrs"
acad,acad,yes,ws_beck,"Water Policy, Ecology, Nutrients, Algae, Global Change, Stats | EPA Biologist  | CSU alum | Views are my own!
https://t.co/twaQ3ckh1l"
other,other,no,DJWicki,https://t.co/sVFtDNR5Yu #TruetoAtlanta #FortheA Pronoun: Stan @djwicki@universeodon.comm
other,other,no,TransformativRt,"Inner-Faith Minister, DD, Walk-In, Author (helping people help themselves); Card Readings; Earth-Based Spirituality; socialist since the 60's."
other,other,no,sci4fut_sweden,The kids have got it right!: 'Listen to the scientists!'
other,other,no,Stryder6969,"DV US ARMY 11B OEF5 25th ID, 3rd BDE, 2-35th INF BN C Co & HHC - 2nd BDE, 1-14th INF BN, HHC (S3) & A Co 2002-2007 RT's Don't=Endorsement. My opinions are mine."
other,other,no,Alanmfrost1,"Country boy at heart, love nature, sport. 40+ yrs at sea,old sea dog. VET/RFA. Prostate Cancer survivor. Multiple Myeloma Stage 3 , Osteoporosis Stay Positive"
other,other,no,actualbeefheart,"Proud 🇨🇺🇺🇸. Union chimp, cum warlock, DC Comics stan, Grant Morrison acolyte and Swamp Thing admirer."
acad,acad,yes,CarolynGarman5,"Geologist, Naturalist, Environment,
Spirituality. Putin if you're listening Fuck Off, 
Respect Vets🙏🏻 #TeamJustice
#Resistance #BLM #ClimateAction #ChooseLove"
acad,acad,yes,NASAOcean,"We are a group of innovators, engineers and scientists working on sustainable solutions to support our planet’s largest ecosystem: the ocean. 🌊 🌎"
acad,acad,no,ffaithbennett,US history PhD student. researching gender & food service labor in 20th c CA. Very emo & very from Florida. she/her.
acad,acad,yes,CacheBaron,"Biologist, Mom, Mimi, and Cancer Warrior. Living life to the fullest."
other,other,no,ConsejeraGuzman,👩‍👧‍👦Mother•Educator•School Counselor•Coordinator•🎓HCC/UHD/UST Alumni•First Gen•Personal Opinions•Texas Notary Public•
other,other,no,7adair,"Human rights, biodiversity, climate crisis.
I vote in Texas, live in UK, Anti-Trump, Tories.
Rts may be not my opinion.

#StandWithUkraine"
other,other,no,Keez360,Jensen/Dean 😍|| Supernatural || Politics || Repping True to Size || Girl crush is Serena 👑|| Fine tuning my inner nerd. 🤓 🏁TMC🏁
acad,acad,yes,AltYelloNatPark,"An unofficial team of scientists & activists, in & around Yellowstone. Posting photos ideas and solutions, because together, we can change the world."
acad,acad,yes,morgans202,#coralreef ecologist | Hawaii Coral Reef Initiative | past manager @NSUMarineLarval | @icrsreefstudent co-chair #ClimateAction #BLM
other,other,no,BellAustinJames,Curator @themihs 🤓 | Author @floridapress 🥉 @ArcadiaPub | Alum @UF @UFMuseumStudies 🐊 | Consulting Scholar @PennMuseum 🏛 | Photographer @floridamanphoto 📷
other,other,no,leeannkendall,"Author. Self-Care 101, 30 Days to 101 Ways Journal Wellness. Spirituality. Democracy. #FOB"
other,other,no,smakhanian,When we harm another we harm ourselves. Love One Another. “The years teach much which the days never knew.” #UnitedWeStand #StandUpToTyranny INFJ
other,other,yes,Coastal_Cam,"A well sea-soned outdoor enthusiast and principal associate  @pewenvironment @pewtrusts. My tweets are my views, not my employer's."
other,other,no,MJasonOda,All about our Tampa Bay Rays and the stock market.
acad,acad,no,CondeIdalina,"PhD & Acad Aggreg./ Cies-Iscte University Institute of Lisbon    https://t.co/FUs3k8Fpr4…
Curious, Leonardian & Eliasian."
other,other,no,Gate_Capital_Uk,We uncover key risks and opportunities through in-debt assessment strategies. RETWEET NOT ENDORSEMENT & GATE’S PUBLIC RELATIONS OFFICER TWEET ON BEHALF OF GATE.
gov,gov,yes,USFWSVero,"We’re dedicated to conserving protecting and enhancing healthy populations of fish, wildlife, plants and their habitats across the State of Florida."
other,other,no,DCA331,"VoteBlue, Fight On, (4) College Degrees, (2) Master's, (1) MBA, Teaching Certification in Economics MAT@USC  💙🌊💙 (Blocked by tRump) Lakenheath AF Brat UK"
acad,acad,yes,gary_raulerson,"#Estuarine #ecologist for @TBEP1991, #barbershop harmony singer, big fan of #JimmyBuffett, #Disney, and #uf, tweets are mine..."
other,other,no,Atmunshi,"Retired from NASA, CPA, numbers man! I know numbers like most ppl know names! APO, HHC 3rd ID, NLCCC fam, Lover of GOD, Family and things of GOD!"
other,other,no,RoxFarsi,"History & Sci fanatic, Egyptology, Ancient Aliens, geography, geology, biology, Atheist, Wiccan, ❤Bill Maher,  Billions fan, Tennis Fanatic."
acad,acad,yes,SoilWaterSci,"We discover and impart scientific knowledge related to soil, water and environmental science in urban, agricultural and natural ecosystems. #UFSWS  @UF @UF_IFAS"
acad,acad,yes,UFSNRE,"A university-wide program in ecology, environmental science and sustainability at @UF."
other,other,no,ResidentHealth,"Public Health Education Specialist, Medical Freedom, Health Policy, Writer. 
 #Justice #MedicalFreedom"
other,other,no,BStockmarketb,"Stock Market Bulls & Bears
Trade at your own risk
StockMarketBandB
Semper Fi
https://t.co/MGsXECCZj4
https://t.co/Kv83t9kmdG
https://t.co/VJMO2adXvp
https://t.co/dhT5ZaAIFE"
acad,acad,yes,floatingdevices,"Marine Biologist @UTS_Science. Interested in seafood safety, aquaculture, harmful marine microbes, ciguatera, phycology, eDNA, climate change."
acad,acad,yes,friel,@UAMNH #Museum Director • He/Him/His • #Alabama & #Guatemala #Biodiversity • #SciComm • #TeamFish  •  #TeamInvert • https://t.co/pbSTWbklMg
other,other,no,joeolivermd,"Dad, Pediatrician. Covid expert expert.
Nature needs Medicine @CAPE_ACME @ecojustice_ca.
Tweets ≠ advice.
https://t.co/Wq9748Zit5
I wanna be #DavosSafe"
other,other,no,CambridgeStem,-Cambridge Christian School Stem Department -InvenTeams 2021-2022 - Home of MOSES -Student collaboration Follow us on Instagram @stem_ccs @ccslancers
other,other,no,KobeeManatee,Hi!  I'm a West Indian manatee and I'm also called Florida Manatee! Get more updates here: https://t.co/rphtIgOlyh
gov,gov,no,HolmesBeachPD,This is the official page of the Holmes Beach Police Department
other,other,no,MarkHCoatham,"MD @Coatham, Chair@CPTYorksNorth, Chair at South Bank Primary and Trustee @RCVDA, and a husband and a dad! #makeadifference"
other,other,no,lgbtqdems,"Representing lesbian, gay, bisexual, transgender & queer Democrats in Florida. Our Winter Conference is Feb. 24-26 in Orlando. RiseUp! @lgbtqdems"
other,other,no,CecilsJustice,"A page dedicated to the memory of Cecil the lion who was killed in an illegal hunt in Zimbabwe.  We will give updates, and push for justice for all wildlife."
gov,gov,no,CityofVeniceFL,The City of Venice is a small historic city with big city cultural amenities located on the Gulf of Mexico.
gov,gov,no,RepGregSteube,"Husband, father, veteran, proudly serving Florida’s 17th District on @WaysandMeansGOP @JudiciaryGOP @Weaponization"
tourbiz,tourbiz,no,AudreyMacClell1,"Florida Eco-Tour Guide and 3rd gen. born
I'm just a Lil' Gator. Strong Republican and I proudly support our President of the United States, Donald John Trump!"
other,other,no,RoachSavana,"Trinidadian in the Sunshine State 🇹🇹 | Digital Organizer w/ @FCVoters | 2x @floridastate alumna, MSc in GIS | Verso l’Alto | opinions are my own."
other,other,no,vannschaffner,"#TCOT/Pathologist/Navy Medicine 1984-1992 This account represents only myself, no employer or org. No medical advice. Truth/GETTR/ Parler/Gab=@Pathman"
gov,gov,no,PascoCountyPIO,"Official Pasco County, FL Gov. page; not monitored 24/7. Customer Service: 727.847.2411. Emergencies: 911. Posting Disclaimer: https://t.co/GFrAjB5qp6…"
gov,gov,no,PascoGovAffairs,"The official Twitter page of the Pasco County, FL Intergovernmental Affairs Department."
gov,gov,no,StPeteFL,Official Sunshine City account | Share with us why #WeAreStPete
gov,gov,no,HealthyPinellas,The Florida Department of Health in Pinellas County works for you in the community.
other,other,no,PinellasREC,Official page of the Pinellas County Republican Executive Committee. Retweets are not endorsements. #pinellasrec #pcrec
other,other,no,mindygouldpta,"Legislation Chair, Miami-Dade County PTA; Former Legislation Chair, Florida PTA; Past President Miami-Dade PTA"
other,other,no,m1chellemor3no,"music lover, movie buff, sports fan, proud mama .. one of my favorite quotes “Attitude is a little thing that makes a BIG difference.” Winston Churchill"
other,other,no,ianollis,"Director of Transportation Planning & @FAMPO_VA Administrator, former S.A. Member of Parliament 🏳️‍🌈 Views do not represent my employer"
gov,gov,no,repkatehogan,"State Rep. for the MA 3rd M'sex District - Bolton, Hudson, Maynard & Stow. Speaker Pro Tem. Devoted Red Sox fan. UMass Amherst Alumna."
other,other,no,v2aggie2,"A Punjabi Midwesterner & Texan in my heart.  Now in Wisconsin.  
 
Secretary/Treasurer -- DPW Environmental Caucus
Secretary/Treasurer -- DPW AAPI Caucus"
other,other,no,TeamKCP,Dana's Wife | Grateful Recovering Compulsive Gambler | Former @Lalege |Former @DNC Vice Chair | Former @Lademos Chair | DST🔺 | @HowardU @TulaneLaw
other,other,no,TeamSantiagoNC,Volunteers and Supporters of José Santiago for NC State Senate - District 35  #TeamSantiagoNC #SantiagoForNC #sd35
other,other,no,Brwnnglynn2,💞🦋Live Love Laugh 🦋💞 Life is to short Drama  free page  Live on the west coast  of Florida  were the sunshines  247 😎🌴
gov,gov,no,rqc1,"Historian -Environmentalist   Re-elected  September 12,2020 Representative District Committee RI House District 5"
other,other,no,JoeyNtheGreat1,"Die hard Patriots Fan💍💍💍💍💍💍- Fantasy Football Enthusiast🏈, Hip-hop Connoisseur🎧🎛🎤- Trumpers, Bots, and Genral Assholes will be blocked🚫🙅‍♂️"
gov,gov,no,FLDEPNews,@FLDEPNews is the official Twitter account for the Florida Department of Environmental Protection. 📸 Instagram: FL.DEP
other,other,no,Trippfor25,I'm Dr. Katie Tripp & I'm running to represent District 25 in the Florida State House of Representatives.
other,other,no,PinellasArts,"As the County's Local Arts Agency, we believe art uplifts humanity, so our work uplifts art and artists all across Pinellas County."
gov,gov,no,KathyEv86597847,"Retired after owning a bar for 18 years. Previous secondary marketing manager.
Currently a Guardian ad litem for the 6th district Court State of Florida"
other,other,no,HowyofWI,"Former Deputy Assistant Secretary for External Affairs, US Department of Labor, Founder/Owner Albion Swords

  #TrumpColluded #TheResistance #SlavaUkraini"
other,other,no,officialare_j,"Personal acct. 🇲🇽. Deputy Comms Director, @flhousedems. Love my plants #plantpapi 🪴. ΣΛΒ. @floridastate alumnus. All Tweets are my own. RTs ≠ endorsements."
other,other,no,CaptivaErosion,"The Captiva Erosion Prevention District (CEPD) is an independent special beach and shore preservation district established June 19, 1959"
other,other,no,NACCHOalerts,National Association of County and City Health Officials (NACCHO) is the national organization representing local #publichealth departments. RTs ≠ endorsements.
gov,gov,no,RepDarrenSoto,Proudly representing #FL9: Osceola County + parts of Orange and Polk Counties. 🇺🇸🇵🇷 Co-Chair @FFCongress. Member of @EnergyCommerce and @HispanicCaucus
other,other,no,mama_pitty,Cubs Fan for life! RESISTER! Chi-Town girl in the Sunshine state. 🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷
other,other,no,notyeiri,court appointed hater | ⚖️'21👩🏻‍⚖️'26 | 🇭🇳🇨🇺
other,other,no,TTUJorge,"Associate Director of Media & Public Affairs, Texas Tech Communications and Marketing. College Baseball Foundation Award chair/Olerud Award chair. #txhsfb"
