"username","hand.label_simplified","description","max.class","single.label"
"goGreenGeeks","other","GreenGeeks Web Hosting solutions for WordPress, Drupal, Joomla & More. Expert 24/7 support and Environmentally Friendly.","other","other"
"simplyangiev","tourbiz","Creating Deeper Connections Through Outdoor Spaces.
📍Alaska","other","other"
"BobbiPitz","other","keepin it real...focused on truth....will fight for democracy ... Former IT manager, demonstrator, trainer. #BidenismyPresident","other","other"
"EnvGeodude","other","Learned a few things about Geology, Meteorology, Oceanography, and Astronomy, married, 3x Dad, USAF Vet","other","other"
"Biden_BodyCount","other","Biology Is Gender /
https://t.co/lOzKjbP2iT /
https://t.co/h8YjOUyHHv /
https://t.co/deODIrdWYi /","other","other"
"True_Thoughts","other","My name is Patricia, and I ask questions in order to get to the truth of the matter. Independent. Jersey girl born and raised","other","other"
"denver_rose","other","🦋😷🌊Currently in Witless Relocation. LIBERAL, ATHEIST. #THERESISTANCE #LGBT #VoteBlueNoMatterWho #GUNSENSE #ImWithNancy #BidenAndHarris2020 #BLACKLIVESMATTER","other","other"
"deepNVoperative","other","Warrior 4 Public Edu, #autismacceptance, Just a Mom - All tweets my own","other","other"
"trulymadlydani","other","UCF alum & grad student ⚔️ | writer | cat mom | Rays, Knights, Bolts, Braves | Tampa Bay ➡️ Orlando","other","other"
"Elcubanamerican","other","He/Him/El | ΛΘΦ | Currently organizing with @SEIU2015 and the Sacramento community | Views expressed are my own | #HeatCulture","other","other"
"SanjHA3","other","Student of Markets. Investment Adviser. Buffet Munger Fisher Fan.

UK, US, India - Liberal Democrat","other","other"
"LAREDO59","other","ex preschool teacher , ex retail sales ex baptist","other","other"
"Scherazad100","other","Official Twitter Account

Instagram:scherazad100

With $10.00 in my pocket right out of school caught first flight to Paris. Joined the French Foreign Legion.","other","other"
"Tagggly","other","Support your local small business by giving directly with Tagggly #smallbusiness","other","other"
"MDPspucky","other","#IStandWithUkraine #BlueCrew #VoteBlue2022  #AmericanDemocracy #ProudLiberal
Love to laugh, even at dark $hit!
DMs not invited","other","other"
"ronhollis","other","Proud dad of J Hollis (44) @ Clearwater Central Catholic (CCC). Sports builds discipline, grit and LEADERS! Reach your FULL potential! https://t.co/HsAEUWvnub","other","other"
"Mermaid_Tamer","other","Hi. 
About me: DAD, MBA, PD of a small business, PI, CPS. 
About you: Be cool, decent, and respectful or get blocked.","other","other"
"DrTObaj007","other","Strive for contentment daily. 
Doctorate in Biomedical Sciences (Immunology) and MPH in Health Policy and Management. Happy to be alive!","other","other"
"ashortvideo","other","Freelance Video Engineer & Professional Dad in Miami FL","other","other"
"apassman","other","Husband, Father, Engineer, Florida Gator","other","other"
"_Tagrid","other","Family ❤ | Ollie's Mom 🐕 | Helping Business Owners with Commercial Credit and Personal Credit | Business Owner🇺🇸| Floridian🌞 | Animals 🐋| Environment 🌊","other","other"
"astronerd68","other","Husband, Dad, Paw-Paw, Pilot, Art Director, Photographer. I debunk and fact check fiction posing as fact.","other","other"
"JohnnyDee62","other","#HeForShe #WhiteForBlack #BLM #StraightForGay Race Baiters Exposed: https://t.co/1fESaBwLle Tax the Rich: https://t.co/K1FSmqBGJH","other","other"
"NewsZackBrown","other","He/Him  Florida Focus","other","other"
"Bruno_J_Navarro","media","@bruno_j_navarro@mastodon.lol | newsroom veteran, fledgling cellist, former emt | he/they | ex @CNBC, @WWD, @TODAYshow, @NBCNews, @AP, @azcentral","other","other"
"homeandcondoFL","tourbiz","We focus on property management in Venice & surrounding communities of Sarasota County, so you can worry about the things most important to you. 941-484-0670","other","other"
"open4bizFL","tourbiz","Commercial Real Estate Director Century 21 Coastal Alliance Florida 》Business| Investment | Commercial 🌇🌴⛵️🌅","other","other"
"AnneKristin0808","other","Multilingual. Highly Creative. Loves Literature, Music, Int Design,Travel, Kind & Down-to-Earth People, Family.  Exec Asst/ Creative Writer/ Photog/ Translator.","other","other"
"CajaKelly","other","Ron Deathsantis is a danger to the American people. republikkans suck.  I am bipetual, 🐈and 🐕 I filter the replies so I will never see your shit talk","other","other"
"MalcolmTeas","other","Vaxed & masked. Experienced independent iOS, web & server developer and occasional beach bum. Likes being married.","other","other"
"TheNationReport","media","Independent reporting from on location/

Arapaho, Cheyenne, Ute land; Boulder,Denver/

Boulder natives
/Retweets & Likes for educational/informational purposes","other","other"
"robexplores","other","https://t.co/JrvXpu9OEt is about exploring life with a photographer and writer. See what he sees. Experience life with him. #Travel #Food #Birds #Beach #Nature","other","other"
"TallahasseeSto1","media","#SevereWeather #Hurricanes #Weather #Tallahassee #Tornadoes #Florida","other","other"
"franzenj07","other","Father, Husband, & University of Florida Grad","other","other"
"SlymInShades","other","Mutant. Jedi. Geek. Still waiting for that X-gene to kick in. I feel the Force. Powered by Metallica. Writer for @ShadesOfSummers #CyclopsWasRight","other","other"
"CarolStewartBG","tourbiz","Carol Stewart, REALTOR® Michael Saunders & Company- Local Knowledge & Global Connections. Long-time resident living & working in Boca Grande, FL 941.276.1162","other","other"
"FloridaPhotoBob","other","My goal in photography is to show people things they pass everyday without really seeing. There is beauty around us always, #PHOTOGRAPHY #PHOTOS","other","other"
"drea_0110_","other","🌎💻📚🗞✏🌱
NO DM's, NO LISTS.","other","other"
"AHunter8","gov","public information & social media manager @ pasco sheriff’s office // @USouthFlorida & @Georgetown alum // former theme park & sports marketer // 🆗","other","other"
"VandelayDelores","other","Ex abundancia cordis, os loquitor

For out of the abundance of the heart the mouth speaks.-Jesus. #RESIST #FBR","other","other"
"CollierDems","other","Collier County is in southwest #Florida (Naples, Marco, Everglades City, Immokalee, Golden Gate, Ave Maria).  There are OVER 56K DEMOCRATS in Collier - Join us!","other","other"
"BrandonPowe2","other","I provide reliable weather information.","other","other"
"ChubbMcdougal","other","Believer in the United States of America and to the Republic for which it stands, one Nation
under God, indivisible, with liberty and equal justice for all.","other","other"
"MoneyTalk1010","other","Tampa Bay's Business Address!","other","other"
"Baycrab3","other","@Sweetswingin20 @DAVIDprice24 @jasonderulo @SimplyAJ10 @jdfaria34 @bringerofrain20 @ChrisArcher22 @tblightning @buccaneers @ErikKarlsson65 #Investigator #Ally","other","other"
"FLCracker84","other","Just here to keep up with the Gators 🐊🐊🐊","other","other"
"indivisible_brd","other","Indivisible Bradenton","other","other"
"SandySkipper1","other","HADD Inc. National Director, Consumer Advocacy & Protection. #PeopleBeforeProfits Opinions expressed are solely my own.  #EndForcedArbitration","other","other"
"RPandolfino","other","Digital Media Manager @feedingtampabay | @FLSouthern alum | Opinions & Tweets all mine","other","other"
"nissen_bodil","other-int","Fødselshjælper for bæredygtig udvikling. Erfaren formidler, projektleder og facilitator #dkgreen #bæredygtig #natur #cocreation https://t.co/IIN3FoPOQk","other","other"
"DryTortugasFilm","media","An #Educational HD #Documentary film, #GuardianOfTheGulf Produced and Directed by @AnneJoLee about the Dry Tortugas National Park #SupportIndieFilm","other","other"
"tweeter4truth","other","Let's share info and ideas to make the world a better place!","other","other"
"AmySkoczlas","other","Mainstreaming climate-smart ag at Farm Journal’s @trustinfoodFJ. Working at intersect of biz + enviro since before it was cool. Mom, nature lover, antiquer.","other","other"
"TheUniCanadian","other","Canadian and US Politics.
University student. 
A fighter for Truth because #FactsMatter ABC voter in Canada #ABC","other","other"
"suntreetech","other","Designers of innovative #stormwater treatment solutions, engineered to perform, storm after storm!","other","other"
"ItsMeJanmarco","other","H U M A N / MENTAL H E A L T H    https://t.co/90i0NQ0iem","other","other"
"Joni_Looking","other","I'm a VietNam-Vet

I FIGHT 2: END Horse Slaughter
*Pass(SafeACT)bill
& Bring DePorted VETs Home!
*During DownTime;
I Listen to
@StevePerryMusic
& DesignQuilts","other","other"
"molldenmia","other","Humanist, animal lover, honesty, truth, dreamer, activist, dog & cat parent, parent, grandparent, equality is paramount, spiritual -","other","other"
"kathrynissober","other","Vote blue down the ballot and don't forget local elections. No DMs or lists.","other","other"
"eyes_roger","other","🚀 📷 📡💻 🔭 🌎✨🌜🔥 💥","other","other"
"jmtarpon","other","Loyal husband, proud father of 2 Eagle Scouts, Christian, Dog lover, Democrat. Only 'Boss' I ever want to listen to is Springsteen. #Resist, No DMs.","other","other"
"Equill","other","OBC AVE Q, DAVE, SACKLUNCH BUNCH, Dual Citizen Oz/USA,Scribe:THE MIKADO PROJECT & K-TOWN P.I, AP- THE SENSEI, Queen Bessie’s Girl got into Cannes! #CMUGrad","other","other"
"TMarreroTimes","media","Staff writer for the Tampa Bay Times @tb_times You ain't gonna learn what you don't want to know. -- John Perry Barlow","other","other"
"rodneymontray1","other","Believer in Messiah and publisher of http://t.co/hlJHzK7D7R & http://t.co/4prdVinF8q.","other","other"
"jpgillin","other","Senior communications manager, @FlyTPA. Former life: @TB_Times, @PolitiFact, @PhillyInquirer and more.","other","other"
"StikeDC","other","Tweeting life, love & occasional #poker odds from Nat-Cap urrea, often in lines from #Sideways: You pay too big a price; it's never free. #Friars #Pats #RedSox","other","other"
"bettyannfielder","other","USAF Veteran, Retired Psychiatric Hospital Administrator, Married, gardener, amateur photographer, animal lover, 🏳️‍🌈","other","other"
"xalfeed","other","I am a data pipeline fed by robots.","other","other"
"SaveFLWatersNow","other","Spreading awareness about the environmental devastation our beautiful state is currently suffering, especially to our most precious resource: water.","other","other"
"Oksana08441465","other","class 2019
female 
18
🇲🇽","other","other"
"ralston_kellie","other","VP Conservation and Public Policy for @bonetarpontrust, wife, mother, Floridian. Tweets are my own.","other","other"
"SAdarryl","other","Architect, educator and wanna-be foodie in San Antonio, Tejas!","other","other"
"slowpaddler","other","Ocean lover. Paddler. Shit-shoveler. My late dad used to tell me I talked too much; now I tweet too much. #WaterIsLife #ocean #Ukraine #EndRacism","other","other"
"robertoblandino","other-int","Tra desk e famiglia. Una volta si andava a vela.","other","other"
"tophernoun","other","Bronco Backer. Gator Booster. Jack’s dad. Wendy’s husband.","other","other"
"jessicarmetcalf","other","NICU RNC-NIC C-ELBW. Living the typical bicoastal nurse life. Work in Cali/Live in Florida. I catch flights, not feelings. Go Noles ❤️💛","other","other"
"DovMickelson","other","Actor,writer,teacher,lover & Canada's 4th greatest actor-approx! Co-editor:Facing The Shards, by Joy Ruth Mickelson  https://t.co/2iXipk6VMv","other","other"
"connie2589","other","Practicing Roman Catholic, God comes first, the rest in whatever order, Pro-Life and Cat Lover, Love my Florida, Life is a Beach. #SaveAmerica","other","other"
"KathyCastorFL","other","Standing Up for Tampa Bay⚡☀🌴 People Over Politics! #TeamCastor","other","other"
"BrynnMechem","other","Storyteller | @bsudailynews alumna |  Musician, hiker, photographer, traveler and dog lover.","other","other"
"tnargd","other","Melee, Fightin’ Herds, Mario Kart, Aspiring Speedrunner, Cheese 🐮🤺🧀🏎️twitchtvElvisNeverDied pfp by @misawkward","other","other"
"IamWatchBird","other","Poked with a stick for long enough. Spreading the word about volunteering, conservation, biology, abuse, and appreciation of nature's oceans. One Love One Feed.","other","other"
"usnavyvet2000","other","Retired USN Chief standing up for America and the Constitution, still. ⚓️🇺🇸. #VetsResist #TheResistance #NeverAgain #TrumpTraitor","other","other"
"LauraPhillipsC5","other","Southern environmental liberal. Old but forever young.Hate KKK & Fake https://t.co/i1sGIWyAd3 all critters,art,music,science,poetry & ideas💐","other","other"
"klkaz","other","Leader, dreamer, amateur wine taster. I sometimes run with scissors.

Can also be found at https://t.co/PuH7N8sMYL and @klkaz@mastodon.online","other","other"
"KnittingNow1","other","Knitting, crochet and enjoying Florida weather!","other","other"
"Ryan_inNC","other","Finding the beauty in this world so I can share with all the others to see.
Seeker of truth, finder of many stories...
Do not entertain evil, instead expose it","other","other"
"JordansWayTour","other","JORDAN'S WAY RAISES MONEY AND INFLUENCES THOUSANDS OF ADOPTIONS A YEAR 🐾🐾🐾🐾🐾","other","other"
"Deejsterageous","other","student ~ wanderer ~ wonderer ~ seeker ~ contemplative ~ psychonaut ~ but also, misanthrope 🇺🇦 he/him","other","other"
"BitzHealth","media","The latest on health, fitness and science from the @BitzNews desk.","other","other"
"WeRegisterDems","other","#FightTheGOPWarOnWomen♀️
#ForcedBirthIsViolence
#BlackLivesMatter
🌈LivesMatter
#GenZVotesBlue
#RegisterDemocrats
#SaveTheWorld
Volunteer@
https://t.co/hLVWPpjM3i","other","other"
"MattEIce913","other","#FBR #LGBT #BLM
#BuildBackBetter

#PresidentBiden
#VicePresidentHarris

#NeverAgain
#DontTrustTheGOP","other","other"
"LiberallyHappy","other","...one nation, indivisible, with liberty and justice for all.
#GoodTrouble
#StayEngaged
Your vote = +1
Register:  https://t.co/UmYC9iASKD

Follows are not endorsements.","other","other"
"rifflerunnpool","other","I vote climate

Make a difference! Join me at: https://t.co/zLvuQGvAzJ

#VoteBlue","other","other"
"johnfpaul","other","Read The Car Doctor, https://t.co/gTltu1R97D, https://t.co/oEu2DOxHa6, https://t.co/6VUVKPzU7M. Listen to podcasts on https://t.co/RXzPGQzPvY","other","other"
"AkeemCrain","other","#StillWithHer #LGBT #NewOrleansRaised #ProBlack #LoveEveryone","other","other"
"DavidKaufmanfl","other","man, husband, father, grandpa, lover of democracy & life. He/him/dude. Go Gators!","other","other"
"JaneNel34178882","other","Focused and intolerant of crap thinking! Ex-pat living in the beautiful PNW!","other","other"
"patriot_melissa","other","I make sandwiches & fetch my husband beers without having to be asked","other","other"
"janepmmf","other","If I were young, I’d shave my head like emma4change.","other","other"
"vipey1","other","Florida man on a digital nomad quest. Astrophotography & Astronomy. Truth seeker. Web dev. SC2 origins. Wildlife biology/conservation. Videography.  Check IG 👇","other","other"
"NPinellasDems","other","We are embarking into new  territory and we know you have a ton of talent which will be needed to circumvent the surmounting challenges to our democracy.","other","other"
"PRImhoff","other","Cook, Nerd, Politico, and so much more. My tweets are my own and do represent the opinion of my occupations and affiliated organizations.","other","other"
"heapbigchief216","other","Minority Pilot Extraordinaire","other","other"
"lauriemacph","other","Water & Environment Protector, Social Contributor","other","other"
"hellbrat","other","Global Citizen who cares about #pollution, #toxicalgae #freepress, #health #media #climate, #humanrights, #propaganda, #billionaires, #democracy #Assange & #WW3","other","other"
"bmoorecreative","other","MAKE MORE. DO MORE. BMOORE.

Freelance Creative Designer, Rookie Sports Photographer/Videographer","other","other"
"maryellenupton","other","Western Mass. Native. Ex.Dir. World Partnerships-USDOS-IVLP 
This is my Personal Twitter account. All views expressed are my own. Re-Tweets do not=endorsements.","other","other"
"mercenarygraphi","other","Original artist in Modesto, art for sale, does art projects, special events, historian","other","other"
"FishingWatch","other","Tweeting about top fantasy Fishing stories","other","other"
"MarissaBenni","other","Social Media Addict","other","other"
"lwolfe15","other","Not using this for friends. That's FB. Instagram for music faves. This for weather stuff. Severe weather junkie here! Love taking pics of storms,clouds, nature","other","other"
"DairyFreeGina","other","#DairyFree #Vegan #FoodAllergies #GF #Asthma #Eczema 
Content Creator/Educator/Freelance Writer for Hire

⭐Named Top 50 DairyFree Blog⭐
    ❤Cats Big&Small","other","other"
"djegelston","other","Grammy, old hippy, lover of Dylan, Young, and Buddha, fought for the earth and humanity once back for round 2","other","other"
"InFullBloomUS","other","Philanthropist/Traveler/Writer/Vice-Chairman of the Board, Florida Repertory Theater/Recovered #EnSW Addict","other","other"
"tkarow","other","Former PR & marketing professional; former not-for-profit board member; Mizzou J-School alumnus; Lake Geneva girl, flaneur, frequent traveler","other","other"
"EMegahee","other","He/Him     RT Interesting, Agree with some","other","other"
"JanetLo79287841","other","Public Official","other","other"
"roseann55044331","other","There is something you can do. You have the power to do it. And, it’ll make a difference. 💛💙💛💙💛💙💛💙","other","other"
"DukeSkymocker","other","Facetious miscreant & liberal heathen. CDL-A driver, Dudeist Priest, Fmr. budtender, Type-2 Bipolar #LGBT🏳️‍🌈 #FBR #SlavaUkraini","other","other"
"ttarbox1","other","Army Vet, Guitar playing Animal lover, Read The Urantia Book, Great Cook. Tampa. Phoenix. Tenn.  San Bernardino. Belton Tx. Ravenswood Wv, van dweller and nomad","other","other"
"HybridVigorUS","other","Gardener. Data enthusiast. Striving to channel my inner Julia Sugarbaker.","other","other"
"joonsgooz","other","Father. Husband. Son. Brother. Human. Nothing more, nothing less. #F_ckFascism #Dodgers #Lakers #Raiders","other","other"
"josotoo","other","🍷🍷🐓","other","other"
"TweetsByLV","other","To have lived a good life means that you managed to die young at a very old age. It never gets easier - you just get better.","other","other"
"christopherl360","other","American Actor & Beyond 🪐Ambassador 4 Positivity 🌎🚀 • Analogue Astronaut IRL • Gamer • Seen on NBC • NASA • CGTN • ABC • CBN • Amazon Prime • LA•NY•Galactic","other","other"
"PatriseArt","other","Artist, writer, cat-, dog-, & GAIA-loving champion of women's beauty & power. #Black Lives Matter “I’m not white, I’m Pantone 75-8.” #MeToo #RidinWithBiden","other","other"
"D1veBum","other","Retired US Navy ⚓️ who would rather be #cycling, #kayaking or #scubadiving. We must do better with equality, education, and the environment. #StayWokeAF
🚫 DMs","other","other"
"_thebatzone_","other","Currently following a master in Data Science and AI at the Chalmers University Of Technology aiming to work on Distributed ML or Optimisation","other","other"
"la_e_ti","other-int","♀️ Être quelqu'un de Bien, et surtout le rester ,  .. chaque jour je m'y emploie ..🌿","other","other"
"SamTRicketts","other","Seattleite in DC. Dad. Policy/public affairs professional. Climate hawk. @EvergreenAction @CAPenergypolicy | Former @GovInslee @SEEC","other","other"
"AymeeZubi","other","Former Fortune 500 Corporate Exec. I help people, businesses and non-profits that I care about realize their goals through Strategic Communications.","other","other"
"thelordswords","other","Love the Lord our God with all my heart,with all my soul, with all my strength, US veteran, Spiritual Warfare Training Manual https://t.co/6A0VMOcmb0","other","other"
"mediagonebad","other","Veteran for Peace. Media Critic. Humanist Educator. RT = Interesting","other","other"
"CharlesPDavis","other","Former Vice-Chair of the Parks & Recreation Advisory Board for the @TownOfBeaufort • @AppState Alumni • Opinions are my own","other","other"
"RyanTheWoo","other","Full time student of life, entrepreneur, good friend, interested in positive things and ideas - play a little poker on the weekends","other","other"
"Haley_Burg","other","Florida native with a soft spot for boiled peanuts. 
Outreach Director at @floridafriends 
🌇🚴‍♀️🚉🌳🌊🚣‍♀️
@UFPlanning student
 (she/her/hers)","other","other"
"DaveAndCatboi","other","Candidate for the Prime Minister of Canada, US Army Signal Corp vet, 32D Station Tech Controller, software engineer. He/Him #BLM #FreePalestine","other","other"
"NorCalWineLady","other","🚫DMs! 🚫LISTS, plz
#RESIST!🌊🌊🌊🇺🇸
Food,wine, cats, Minions, Cultural Anthro.,#StayWoke, Persist. 
Stop assault weapons
Retweet is not necessarily agreement","other","other"
"davewright8752","tourbiz","Captain Dave. Catch-N-Release Charters and LIV2FISH CHARTERS.","other","other"
"there1965","other","I'm a LIBRA. I tip towards TRUE BLUE as long as I can BREATHE!","other","other"
"WRNAmbassadors","gov","Official Twitter account for the NOAA Weather-Ready Nation Ambassador™ program. Details: https://t.co/1J1PgUE0rR","other","other"
"LeslieERANOW","other","Regular American. #VoteBlue in Federal, State and Local Elections! Donate what you can! #VoteBlueToSaveDemocracy! #MilesForMelanoma #TeamChooseLife!","other","other"
"adelaide_chen","other","Data/Multimedia Specialist formerly @OrlandoSentinel. Tweets reflect personal opinion only.","other","other"
"LisbethMA","other","I love my solar panels and they love me. And I'm addicted to coffee. I believe love is the strongest power there is.","other","other"
"jkirby1776","other","Soldier, Servant, Traveler, Spy. Well not so much the last one anymore. For more info suggest you check out: https://t.co/Z9ay4dyske","other","other"
"ShawnHammers","other","Fort Hays State Grad. & Employee, Proud Dem., Ashlyn's Dad,  Living my best life out here in NW Kansas, GenXer, Planet Over Profits.","other","other"
"turizemptuj","other","Former capital of the country that pretended to love the world, while hating foreigners who don't learn the language they refuse to teach them...and each other.","other","other"
"manatcell","other","Sub-tropical alter-ego","other","other"
"NancyMc56403975","other","I am Assistant Director  of Crusaders for Wildlife where I do IT, Web, Social Media, Vet care, Assist in rescue and rehabilitation, Networking.","other","other"
"noahponko","other","SHU ‘22 grad. Progressive. Pittsburgh sports fan.","other","other"
"YborGeekyGal","other","#Webmistress Providing Concierge Geeky Services to Small Businesses  @YborCityWineBar #SocialMedia #Websites #Wordpress #Geek","other","other"
"mickygarand","other","Gaming addict. Original Gamer and member of Team SPOC https://t.co/nXzifkb8Bn come by twitch and check it out https://t.co/yYBUFxubIc","other","other"
"Jenorsi","other","Telling stories, trying new things. Love Florida, hate hurricanes. Family is my rock.","other","other"
"CuomosEye","other","I am not a burner phone I am Cuomo’s “Hal”","other","other"
"DonnaC83832642","other","Political, Tiger Baseball, Woman's Softball, democracy, ERA, Union's, Consumer, Environmental Protection, Voter Rights, Fighting Dark Money, VAWA Animal welfare","other","other"
"Dank_H2O","other","Drunkenly yelling at H2O(g). Tinfoil hat wearer. Wanderer of the wasteland. Heretic.","other","other"
"sudesna_ghosh","other","#Writer | Cat mom | Mental health advocate | @UofR alum | #Artist","other","other"
"underpsi","other","one of those wretched cell phone things","other","other"
"1055TheDove","media","105.5 WDUV The Dove plays all of Tampa Bay's Lite Favorites! Stream anytime online!","other","other"
"abraxitaxi","tourbiz","Saint Augustine taxi service and Airport Shuttle.We get you where you need to Go! Visit our website for more info and call us for a cab today.","other","other"
"Sonorandesertra","other","Born South Milwaukee, Wisconsin  Grad SM HS and U Wisconsin Whitewater Cum Laude 1964 BS BusAd  Married 3 children and 4 gchildren Retired Rexnord 2002 38 years","other","other"
"sangie0808","other","Only a person who has gone through a lot understands the spiritual connection you can have with an animal. #theNSLS #Emaus","other","other"
"Kelebration","other","SoCal Native, Reluctant Hoosier, Diehard Wolverine: Go Blue!","other","other"
"jzbelle","other","Parent. Spouse. Liberal. Foodie. Writer and political junkie. All opinions my own.","other","other"
"DavidPauley16","other","I love Florida weather, riding my motorcycle and going to the gym","other","other"
"cr8f","other","I follow anyone who follows me.
""""I like your Christ, I do not like your Christians. 
Your Christians are so unlike your Christ.""""
-Gandhi","other","other"
"karen_pontius","other","Mom, wifey, GREAT-g-mother! Retired air traffic controller. Activist! #Indivisible #Resistance #DemocraticSocialism","other","other"
"Zicutake","other","(c) 2011 - 2022 zicutake@mail.ru - Adleman (ADMAN) is my token. https://t.co/SHT7kkMYyn","other","other"
"MikeHancock_HIA","other","You Focus on Getting Better, We Take Care of the Everything Else.","other","other"
"chrisletendre","other","Fat guy in a little coat. Opinions are mine and mine alone.","other","other"
"kevinwkorth","other","Make Today Extraordinary!!!","other","other"
"AirbaseAlmighty","other","#GunControlNow it took 15 minutes to load next shot when 2nd Amndmt was written #AbolishElectoralCollege #HandMarkedPaperBallots #ExpandtheCourt #VotingRights","other","other"
"sabretoothsdrum","other","Tough enough for a prehistoric tiger.","other","other"
"SusannaDodgson","other","YouTube @DrSJDodgson videos: ducks, goats, graveyards, talks. WT Social. Writes about human rights, climate crisis, health, science. Quaker. Colonialism sucks.","other","other"
"gupsaurabh","other","33, 21-at-heart, crazy about Tennis, Pop Music, Falafel, Talk Shows, TVF, and Kabir","other","other"
"Oscarchm90003","other","https://t.co/ep9UaaJhE7
https://t.co/oSmSsve8ib
https://t.co/QFQb2HUuJK","other","other"
"Only4RM","other","#TeamPelosi 👠

2023 Goals - Making My Writing Dreams Come True... Really, this time!

(she, her)","other","other"
"PinellaSeaGrant","acad","Find me LinkedIn: Sharing marine and coastal resources. combat misinformation by checking sources before sharing. call 988 if struggling w mental health.","other","other"
"gizmofish_","other","veteran,  NO DM's
Mastodon: @gizmofish@kolektiva.social  
@gizmofish on https://t.co/em0qut4aPP
https://t.co/ugPfTshP4k
https://t.co/3rLgzi4eZj","other","other"
"ChuckClemons21","gov","Proven, Experienced Leadership for Alachua, Gilchrist, and Levy Counties","other","other"
"AaronM95151157","other","Knowledge is Power, How You use that Power defines whether You’re Good, or Evil. Righteousness is the Glory to the Lord. Honor, fortitudo, et fidelitas.","other","other"
"DebbyB813","other","Updated my phone and lost my account. Daughter,Mother,Grandmother(Chi-Chi),Photographer,Jewelry Maker,Crafter extraordinaire.","other","other"
"stevelyle","other","midlife knitting fiend ex-performer drum corps nuts political junkie","other","other"
"mzshelley26","other","Rehab Manager/Event Planner/DMV Cowboys Fan Club Promoter & Dallas Cowboys fan 4Life! God has not called us to be successful, He has called us to be faithful!","other","other"
"SrqMusicMan","other","Local Indie Music is my life.","other","other"
"iamsharpe","other","Run @evergreenstrat. Past: @NelsonForSenate, @SenBillNelson, @New_BlueDC, @FlaDems, @CATECOMM, @OFA. Opinions are my own, unless others share them.","other","other"
"victorialewisFL","other","Though she be but little, she is fierce ❤️ Fan of 🍢 and 🐬 Opinions are my own.","other","other"
"0comon","other","talented house flipper,zero interest in bull#hit,
dog rescuer,
peacemaker,
never a trumpian!","other","other"
"don_lafrance","other","dad husband ..The liberals and the NDP must unite to save public education and public health","other","other"
"eco_bryan","other","Energy sector Analyst ⚡️ Environmental “expert”. All opinions my own. Likes/Retweets are not endorsements.","other","other"
"Mars_777","other-int","Fundador de Agencia Mars y experto en Consumer Neuroscience.

#Neuromarketing 

Abstenerse Negacionistas, Terraplanistas, Antivacunas, Veganazis y Feminazis","other","other"
"OldRedsubby","other","Raised in Fair Lawn, NJ, now now Washington PNW, Wagner College, Seattle U grad. Mastodon : oldredsubby@sfba.social Accountant/Photographer …. No DM’s","other","other"
"ledgerROBIN","other","Retired 2015 from writing full time @theledger in Lakeland on education, health. Still freelance for Ledger's Your Health. Enjoying retirement with my husband.","other","other"
"sarasotatim","other","Photographer • Writer  | Sarasota, Florida ☀️ | The world is beautiful, explore it. | tim@timgilbreath.com","other","other"
"plategirl19","other","Blogger, mom w appreciation of entertaining, tablescapes food, travel, Florida lifestyle; Tampa Bay","other","other"
"JoeGera92610438","other","Don't follow me , I ain't here for affirmation or anyone's approval. Quantum Entanglement and the true nature of Photons. Great unsolvable mysteries. Cool/GOD","other","other"
"hey_leia","other","Ad director/copywriter (former life) * RTs are whim-based * #TCMParty","other","other"
"SweetGaelicGirl","other","Meat & potatoes girl surrounded by sushi.  Independent conservative. 🇺🇸☘
#Constitution #Bolts⚡
#Gators 🐊  #Canes  #SEC🏈 
Warning: I am not for everyone.","other","other"
"sammitchh101","other","Studio/Social Media Manager @AFA_Air_Space 🎥 Dog mom 🐾 Fitness geek 🏃🏽‍♀️ Foodie 🌯 Proud FSU & Ole Miss alum 🎓 Tampa native 🌴☀️","other","other"
"gillyworks","other","Official Website of NOCA: Notícias Obreras Che y Alberto (those two guys from 'The Motorcycle Diaries').","other","other"
"ElectricTorque3","other","proponent of social justice with much disdain for the hypocrisy of those in positions of power.","other","other"
"sooverthis123","other","DC & DS Whistleblower. AI/MK ULTRA non consensual victim 43 yrs. Only 1 attached to AI & trafficked by US, China & Russia 4 neuro-capitalism & ESP. Wharton grad","other","other"
"DCCajun","other","Twittertime may be sporadic. (When you're lucky?) Retweets ≠/aren't necessarily (or necessary) endorsements. Viewer discretion advised ... but hardly expected 😉","other","other"
"wildlifer22","other","Vegan;wildlife rehabilitator. Writer;fighter for those who have no voice. Lover of nature + all wild things! “Find the beauty in every day.”","other","other"
"Eugene646","other","From St Augustine, Florida: November storm, hurricane, studying beach erosion along route A1A.","other","other"
"lisanfergus","other","mom/taxi/hippie/wife☮horsepoopexpert:)#dogloving 💁‍♀️ #Jamaicanbymarriage 🇯🇲","other","other"
"HeatherFoxDCR","other","Christian, mother, education advocate, activist, animal rescuer and beach bum at heart","other","other"
"Luv_Miami","other","Luv Miami and I talk about it, sharing what I find interesting.","other","other"
"sangerrr","other","I used to be with 'it', but then they changed what 'it' was. Now what I'm with isn't 'it' anymore and what's 'it' seems weird and scary.","other","other"
"cizlfab","other","Truth Seeker
Higher Consciousness Seeker.
Animal lover.
Environmentalist.","other","other"
"harambe_fren","other","2nd Amendment Activist   /  Marine Corps Veteran
Friendly Neighborhood Firearms Dealer

Buy Guns and Ammo!
https://t.co/lAYRMXfhJc…","other","other"
"KeysTreasures","other","Florida Native living in the Fabulous Florida Keys","other","other"
