"","text","id","reply_settings","author_id","created_at.x","possibly_sensitive","conversation_id","lang","in_reply_to_user_id","created_at.y","protected","profile_image_url","verified","name","description","username","location","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"640","@yellow05xb1469 @raginghormoan @MysterySolvent Sorry I haven't gotten for you. But I will. I'm having the same problem andwe are under a Red Tide watch. I spent 6 months on steroids and blew up like a balloon. Thanks to Red Tide Rick Scott Right now I'm I have my nebulizer and inhalers. I think the fatigue is the worst","1382529979964133377","everyone","4731691768",2021-04-15 03:03:28,FALSE,"1380206013530349570","en","521710606","2016-01-07T05:33:26.000Z",FALSE,"https://pbs.twimg.com/profile_images/1243768800316661760/BfRPfaTG_normal.jpg",FALSE,"Joy Flavelll ✍️ #HandMarkedPaperBallots ✍️","Mom, grandma animal lover anti Trump
 Democrat who wants our country taken back from racist fascists. Love the Bucs!!!  Love the Rays!!! Please no dm's","joy_flavell","Florida, USA",NA,NA,0,0,0,0,0,"5acc3a887617d093",4070,4737,72017,3
"641","@SenRickScott
@marcorubio
@RonDeSantisFL
@mattgaetz
@VernBuchanan
What are you going to do Big Boys?
Keep allowing the sugar plants and polluters to destroy #Florida 
#VoteThemAllOut
#RedTide #Florida 
https://t.co/ZvWzBThwCi","1382708534987603978","everyone","34493217",2021-04-15 14:52:58,FALSE,"1382708534987603978","en","131546062","2009-04-23T02:10:36.000Z",FALSE,"https://pbs.twimg.com/profile_images/1608511650411192323/cOdhqwaB_normal.jpg",FALSE,"Lynn Cathryn Walters","I'm a Mother on a Path to Change Our World for the Better🌤 Follow! #ACTIVIST #Designer #SocialMediaMaven
#Sales #Marketing
@MashaArcher Extraordinary #Jewelry","LynnCatWalters","Sarasota, FL~ Michigan","1622731451639685122","https://t.co/wYKpdauAE6",1,0,0,0,0,"5acc3a887617d093",18208,20032,434998,609
"642","Out of an abundance of caution, the Health Department in Sarasota County has issued a red tide advisory. More tonight on @SNNTV https://t.co/kSV1sWiNrp","1383164074058510340","everyone","1227076313669873664",2021-04-16 21:03:07,FALSE,"1383164074058510340","en",NA,"2020-02-11T03:46:13.000Z",FALSE,"https://pbs.twimg.com/profile_images/1227077365639110662/NBaeoB4F_normal.jpg",FALSE,"Valezka","Reporter - Multimedia Journalist @SNNTV | @USouthFlorida Alum | #GoBolts | ⚡️💥","ValezkaSNN","Tampa, FL","1311431450647056389","https://t.co/NCweb9iLPE",3,1,3,1,0,"10731d694fd41000",245,110,1285,7
"643","@ValezkaSNN @SNNTV ПУТИН ГОВНОЕД","1383466619213549572","everyone","1380178890316976134",2021-04-17 17:05:20,FALSE,"1383164074058510340","ru","1227076313669873664","2021-04-08T15:21:14.000Z",FALSE,"https://pbs.twimg.com/profile_images/1399081302373060609/uCXkVjRG_normal.jpg",FALSE,"SELIVER SERGEY","","fh4uvNMbOxH4hNp",NA,NA,NA,0,0,0,0,0,NA,2,19,448,0
"644","We were noticing red tide in the air at South Jetty and Nokomis Beach 3 weeks prior to Piney Point.","1383874182048468998","everyone","31866098",2021-04-18 20:04:50,FALSE,"1383874182048468998","en",NA,"2009-04-16T15:00:32.000Z",FALSE,"https://pbs.twimg.com/profile_images/267131965/VeniceSun_normal.jpg",FALSE,"SunnyBreezes","","VeniceFlorida",NA,NA,NA,0,0,0,0,0,"46f560fbf4d9593e",608,53,3240,17
"645","What does DeSantis have against our public health? Toxic blue-green algae, red tide, anti-Covid regulations, taking money from Big Sugar and Mosaic? This should all be illegal!","1391945048049258503","everyone","1260307098170245124",2021-05-11 02:35:35,FALSE,"1391945048049258503","en",NA,"2020-05-12T20:33:33.000Z",FALSE,"https://pbs.twimg.com/profile_images/1411166122217517058/yErWeGwC_normal.jpg",FALSE,"Lisa Stortstrom, M.Ed ☮️🕉☯️","Activist Chair of the Environmental Democratic Caucus of Sarasota County, Teacher at Access Your Abilities, LLC.","LisaStortstrom","South Sarasota County","1617333931879108608","https://t.co/xA3o2ABzNO",0,0,0,0,0,"427b5367da3c2878",1263,1047,29582,10
"646","@FuegoVolcano @NaeyaertDenise @JustinMosely @WFLAian I’m farther south in Sarasota — and haven’t smelled any red tide.","1405141727632105476","everyone","12831332",2021-06-16 12:34:28,FALSE,"1404954669168926722","en","903253987868147718","2008-01-29T15:01:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/1622978509101473793/Lrf2b0nH_normal.jpg",TRUE,"Barrett Tryon","Just here for the dog pics 🐾 Anchor/Reporter @WFRVLocal5","btreports",NA,NA,"https://t.co/1P4BqnrSaD",0,2,0,0,0,"67af5e473c9fe261",7571,8985,104602,317
"647","Yes but watch the red tide,,,,,(don't take money to swim ,,, https://t.co/qkFFTVmsGh","1407636380612804608","everyone","1391113116759515136",2021-06-23 09:47:20,FALSE,"1407636380612804608","en",NA,"2021-05-08T19:30:13.000Z",FALSE,"https://pbs.twimg.com/profile_images/1391113581438062593/P6hiLQWE_normal.jpg",FALSE,"Big_Steve","Good fearing southern man.","BigStev36886185",NA,NA,NA,0,0,0,0,0,"183a5da5f6f865f4",26,130,254,0
"648","Well Trumpy was here in Sarasota and all I can tell you is that the stench was worse than the dead fish from Red tide #Happy4th https://t.co/3Fa5cmnVAY","1411677881672077318","everyone","1036959239728766977",2021-07-04 13:26:49,FALSE,"1411677881672077318","en",NA,"2018-09-04T12:48:43.000Z",FALSE,"https://pbs.twimg.com/profile_images/1622663888612335620/V9vSC02P_normal.jpg",FALSE,"🪐#Adele30 🍷","🍷🪐@Adele https://t.co/93rzaxkYA4 https://t.co/xq0yFoMc2O 🏳️‍⚧️ 🏳️‍🌈 ✊🏽🇬🇧#Wenesday","angie53070613","Florida, USA","1504246369397137411",NA,0,0,1,0,0,"c0ca372cc3dbda43",1229,2565,45187,1
"649","Political Post….this is the result of Red Tide…yeah I know it’s a normal occurrence- but we make it worse with our pollution. We need to clean up our oceans. https://t.co/avIdHYcgBM","1415459438232805380","everyone","2863053529",2021-07-14 23:53:22,FALSE,"1415459438232805380","en",NA,"2014-10-18T16:29:32.000Z",FALSE,"https://pbs.twimg.com/profile_images/1526964037698965504/sFMFGO_i_normal.jpg",FALSE,"Coach MBrewer","Husband | Father | Assistant Varsity FB Coach | Head JV FB Coach | Waverly HS","MBrewer97","Waverly, NE",NA,NA,0,0,6,0,0,"06994603b8d09169",528,196,2335,1
"650","A fish kill spotted on Longboat Key as the red tide bloom continues in Sarasota County. More from @MoteMarineLab on what they are watching tonight on @SNNTV https://t.co/loQEYzh2Ov","1415710904533012485","everyone","366086287",2021-07-15 16:32:36,FALSE,"1415710904533012485","en",NA,"2011-09-01T15:04:10.000Z",FALSE,"https://pbs.twimg.com/profile_images/425772421392510977/LFb1vCq9_normal.png",FALSE,"Samantha Sonner","Morning News Producer | @NewhouseSU Broadcast and Digital Journalist Alum | Always looking for a good story | RT's are not endorsements","SamanthaSonner","Miami, FL",NA,"https://t.co/NzThhNNoTf",2,0,3,1,0,"06994603b8d09169",600,354,4721,50
"651","Here we go again! STOP KILLING FLORIDAS WILDLIFE! #REDTIDE #MANMADE #Florida #BREAKING #STOP https://t.co/hKeOGOEem4","1416348973003071488","everyone","2684724419",2021-07-17 10:48:04,FALSE,"1416348973003071488","en",NA,"2014-07-07T21:44:40.000Z",FALSE,"https://pbs.twimg.com/profile_images/1427748248891109389/EgkR7JUH_normal.jpg",FALSE,"pinkeysmomma","live for today, plan for tomorrow, and don't pass up the opportunity to travel","pinkeysmomma","bluegrass state",NA,NA,0,0,0,0,0,"ab597741c20efb2e",234,363,4590,16
"652","@MoteMarineLab saw these two washed up on Venice Beach. Assume red tide kills. Are these eels? https://t.co/ZNC9jDN9nP","1416867215232540672","everyone","374894491",2021-07-18 21:07:22,FALSE,"1416867215232540672","en","175497652","2011-09-17T04:34:12.000Z",FALSE,"https://pbs.twimg.com/profile_images/1605288143183351809/8DQS0-fQ_normal.jpg",FALSE,"Daniel’s Cold Sweat","Drifting Too Far From Shore","Real_DGuar","Sarasota by way of Boston 🌊","1090819507353014272",NA,0,1,0,0,0,"07d9f89d2c884000",3003,4297,17557,3
"653","The Cedar Key middleneck clams at Crab &amp; Fin are my favorite snack.  Oysters and clams provide excellent filtration that improve water quality and shoreline health.  Not far from where I enjoyed these run-off is feeding red tide, killing fish and manatees.  Eat more clams! https://t.co/ShnBIEdDxd","1416892501529595906","everyone","22690549",2021-07-18 22:47:51,FALSE,"1416892501529595906","en",NA,"2009-03-03T22:19:28.000Z",FALSE,"https://pbs.twimg.com/profile_images/1406207517579956224/TGt61wpH_normal.jpg",FALSE,"Jim Miller","CEO at JMX Brands, married to Linse with 2 dogs & a boat, enjoying life in Sarasota, Florida","divindaze","Sarasota, Florida",NA,"https://t.co/BMXnFUiV53",0,0,1,0,0,"07d9e3a229484001",264,1032,4237,28
"654","@TheAstroNick And no red tide !","1418029902025170946","everyone","796082654",2021-07-22 02:07:29,FALSE,"1418021171094769668","en","15175577","2012-09-01T13:26:31.000Z",FALSE,"https://pbs.twimg.com/profile_images/1585295734714294274/YtB989Sf_normal.jpg",FALSE,"Ryan Di Salvo","Interior Designer. Focusing on the the thread of creativity that connects us all.","theryandisalvo","Arkansas, USA",NA,NA,0,0,0,0,0,"06994603b8d09169",367,934,6651,10
"655","Mornings are wonderful in Venice this time of year!
   No Red Tide at the jetty. Water is very clear.  NICE! https://t.co/7N9DiqPUoN","1418296626712616965","everyone","31866098",2021-07-22 19:47:21,TRUE,"1418296626712616965","en",NA,"2009-04-16T15:00:32.000Z",FALSE,"https://pbs.twimg.com/profile_images/267131965/VeniceSun_normal.jpg",FALSE,"SunnyBreezes","","VeniceFlorida",NA,NA,NA,0,0,1,0,0,"07d9ed5c50c83001",608,53,3240,17
"656","@PeterSchorschFL @GovRonDeSantis After the Piney Point leak fueled red tide &amp; destroyed Tampa Bay, a broken unemployment system, 73k new Covid-19 cases, sending Florida cops to the border, and possessing all the charisma of an old man yelling to get off his lawn, DeSantis still has a 60% approval rating...","1420052729859395589","everyone","19198506",2021-07-27 16:05:28,FALSE,"1420038387298447365","en","19828037","2009-01-19T19:51:18.000Z",FALSE,"https://pbs.twimg.com/profile_images/71943094/2ndframe3_normal.jpg",FALSE,"Commander Zero","writer of no particular merit drifting in time and space toward entropy.","Commander_Zeta","Sarasota, FL",NA,NA,0,0,0,0,0,"59aed8f04596e178",1091,3511,11070,11
"657","There's red tide here and I'm the weirdo taking pics of all the dead fish at the beach 🤣🤷🏼‍♂️ https://t.co/k0fXofgQeZ","1420444458924101635","everyone","975569141229867008",2021-07-28 18:02:04,FALSE,"1419426982861971458","en","975569141229867008","2018-03-19T03:06:23.000Z",FALSE,"https://pbs.twimg.com/profile_images/1463569797459947524/P64vYCTu_normal.jpg",FALSE,"Wade Boys 🏳️‍⚧️","Freshwater ecologist | phenotypic plasticity | dog dad 🐕🏳️‍🌈 | University of Arkansas | #transinSTEM (he/him)","quick_maps","Arkansas, USA","1311477312467107847",NA,0,2,6,0,0,"63fc5d2e91b3f086",758,1130,2827,7
"658","Hundreds of dead fish and marine animals line the shores of Siesta Key beach today. According to Sarasota County, red tide fish kills are not enough to clean beaches for visitors. @HeraldTribune @SRQCountyGov #siestakey #redtide https://t.co/X986U0guCX","1420448562224279552","everyone","855611885164654593",2021-07-28 18:18:22,FALSE,"1420448562224279552","en",NA,"2017-04-22T02:39:04.000Z",FALSE,"https://pbs.twimg.com/profile_images/1412557251903164416/nvf-NJ7I_normal.jpg",FALSE,"Jesse Mendoza","I cover Manatee County news for the Sarasota Herald-Tribune, and anything else in Florida they let me write about!","Reportographer","Bradenton, FL",NA,NA,4,1,6,0,0,"0fc37bd11494d001",255,247,256,8
"659","@Reportographer @HeraldTribune @SRQCountyGov Heartbreaking 💔","1420459831488655369","everyone","1354807222920900614",2021-07-28 19:03:09,FALSE,"1420448562224279552","en","855611885164654593","2021-01-28T15:03:31.000Z",FALSE,"https://pbs.twimg.com/profile_images/1354807443549642762/XeV9lgrt_normal.png",FALSE,"The Climate Adaptation Center","Bridging the gap between state of the art scientific research and public sector understanding of our changing climate.","climateadaptfl",NA,"1608263784786989056","https://t.co/1tm8PgD7hA",0,0,0,0,0,NA,128,428,331,7
"660","@SNNTV Red tide on Lido beach July 28th. Many dead fish &amp; strong smell. Not many beach goers today https://t.co/xhSVf4NjBy","1420478376880582660","everyone","737112972",2021-07-28 20:16:50,FALSE,"1420478376880582660","en","324496098","2012-08-04T17:35:40.000Z",FALSE,"https://pbs.twimg.com/profile_images/1574966347615846401/DIDkyf4w_normal.jpg",FALSE,"Sydney Baulier","Boomer Sooner🤠","sydneyb2112","Sarasota, FL",NA,NA,0,0,2,0,0,"5acc3a887617d093",503,575,5294,1
"661","Some birds are being impacted by red tide on the suncoast. Tune into @SNNTV tonight to see how non-profits are working to help save them. #RedTide https://t.co/PGrcpkJyZ4","1420490315593551873","everyone","1227076313669873664",2021-07-28 21:04:17,FALSE,"1420490315593551873","en",NA,"2020-02-11T03:46:13.000Z",FALSE,"https://pbs.twimg.com/profile_images/1227077365639110662/NBaeoB4F_normal.jpg",FALSE,"Valezka","Reporter - Multimedia Journalist @SNNTV | @USouthFlorida Alum | #GoBolts | ⚡️💥","ValezkaSNN","Tampa, FL","1311431450647056389","https://t.co/NCweb9iLPE",2,0,5,0,0,"5acc3a887617d093",245,110,1285,7
"662","@KaylaChowShow Red tide is bad again this summer.","1420510539017560064","everyone","2756042885",2021-07-28 22:24:38,FALSE,"1420419449652400139","en","1945765621","2014-08-30T17:56:02.000Z",FALSE,"https://pbs.twimg.com/profile_images/1570028796694126598/Me5Cn8dS_normal.jpg",FALSE,"Pamela","Single, mom, grandma, retired RN, dog lover, proud liberal. love the NBA AND ATP! Learning hockey and football. No DM please. This girl just wants to have fun.","mcdermottpamel1","Venice, Florida",NA,NA,0,0,2,0,0,"46f560fbf4d9593e",3911,3933,41733,2
"663","So the red tide is very real and I saw a dead puffer fish. Pretty traumatic.","1420873636945219586","everyone","26968843",2021-07-29 22:27:28,FALSE,"1420873636945219586","en",NA,"2009-03-27T07:45:20.000Z",FALSE,"https://pbs.twimg.com/profile_images/1577462244182564865/AZRAAPhw_normal.jpg",FALSE,"Dr. Catfish Charlie MD ™️","Stand for freedom & justice4all 10questions every night, a prescription for #FreeSpeech. Think with your brain not your political allegiances #CensorshipIsWronG","Chuckles152","#PJStrong $AMC $SNDL","1371645754411003905","https://t.co/Ure2gXcPpo",0,2,3,0,0,"427b5367da3c2878",8847,7890,231834,70
"664","@Chuckles152 Careful, it produces toxic chemicals dangerous to humans as well!","1420874935057125379","everyone","979342652750561280",2021-07-29 22:32:37,FALSE,"1420873636945219586","en","26968843","2018-03-29T13:00:58.000Z",FALSE,"https://pbs.twimg.com/profile_images/989602773217042432/2CM3ORSC_normal.jpg",FALSE,"jenn m","","Jmerk314",NA,"1451397337805377550",NA,0,0,0,0,0,NA,1029,670,63675,3
"665","@Chuckles152 Poor Mrs. Puff.","1420875865777442816","everyone","90322657",2021-07-29 22:36:19,FALSE,"1420873636945219586","en","26968843","2009-11-16T04:21:26.000Z",FALSE,"https://pbs.twimg.com/profile_images/1344059979268026369/U3wiUD1K_normal.jpg",FALSE,"Nancy Drew","#StopErasingWomen #WomanFace","chim0m","River Heights","1572224704479657986",NA,0,0,0,0,0,NA,1778,987,59783,42
"666","@NikkiFried Please read my statement about red tide in this post. Floridians need much better. Vote for Nikki and Something New. Let’s clean up Florida and bring back our quality of life. https://t.co/CNX96h8AY1","1421581348779790346","everyone","1260307098170245124",2021-07-31 21:19:39,FALSE,"1421581348779790346","en","37190669","2020-05-12T20:33:33.000Z",FALSE,"https://pbs.twimg.com/profile_images/1411166122217517058/yErWeGwC_normal.jpg",FALSE,"Lisa Stortstrom, M.Ed ☮️🕉☯️","Activist Chair of the Environmental Democratic Caucus of Sarasota County, Teacher at Access Your Abilities, LLC.","LisaStortstrom","South Sarasota County","1617333931879108608","https://t.co/xA3o2ABzNO",0,0,1,0,0,"427b5367da3c2878",1263,1047,29582,10
"667","#RedTide #Fishkill #Neuroguru #MichaelMediator #Poseidon #SarasotaFlorida34236 https://t.co/dyS1Md2ji3","1421799200682033152","everyone","7741912",2021-08-01 11:45:19,FALSE,"1421799200682033152","qme",NA,"2007-07-26T17:53:19.000Z",FALSE,"https://pbs.twimg.com/profile_images/1527805816660709377/gYZLrvqt_normal.jpg",FALSE,"kent norton","Psychic & mindful coach, #Neuroguru . pro-photographer gerontologist; certified court mediator. Harvard medical mind-body https://t.co/kM5CoCQpl5 trainer/iran","sirkentnorton","SRQ & Boston","1434311981432025088","https://t.co/ApH2DIWRZC",0,0,0,0,0,"5acc3a887617d093",1265,2912,84024,178
"668","Less traffic on Lido beach as red tide continues to wash up dead fish, irritating beachgoers. More tonight on @SNNTV https://t.co/z4Wp3HHzfh","1421938774540443653","everyone","1227076313669873664",2021-08-01 20:59:56,FALSE,"1421938774540443653","en",NA,"2020-02-11T03:46:13.000Z",FALSE,"https://pbs.twimg.com/profile_images/1227077365639110662/NBaeoB4F_normal.jpg",FALSE,"Valezka","Reporter - Multimedia Journalist @SNNTV | @USouthFlorida Alum | #GoBolts | ⚡️💥","ValezkaSNN","Tampa, FL","1311431450647056389","https://t.co/NCweb9iLPE",0,1,1,1,0,"5acc3a887617d093",245,110,1285,7
"669","Congressman @VernBuchanan held a round table on water quality at Selby Gardens in the midst of a red tide bloom. More on @SNNTV tonight. https://t.co/FsoWxsT5AZ","1422199761722040325","everyone","366086287",2021-08-02 14:17:01,FALSE,"1422199761722040325","en",NA,"2011-09-01T15:04:10.000Z",FALSE,"https://pbs.twimg.com/profile_images/425772421392510977/LFb1vCq9_normal.png",FALSE,"Samantha Sonner","Morning News Producer | @NewhouseSU Broadcast and Digital Journalist Alum | Always looking for a good story | RT's are not endorsements","SamanthaSonner","Miami, FL",NA,"https://t.co/NzThhNNoTf",0,1,0,1,0,"5acc3a887617d093",600,354,4721,50
"670","@SamanthaSonner @VernBuchanan @SNNTV Vern is a science denier","1422237233206157313","everyone","324078970",2021-08-02 16:45:54,FALSE,"1422199761722040325","en","366086287","2011-06-25T23:45:20.000Z",FALSE,"https://pbs.twimg.com/profile_images/1593012230240575488/DNi-wXfd_normal.jpg",FALSE,"3YsMan","Animal Lover,#BLM, #ANTIFA, #Vote Blue, #EndCitizensUnited, USAF Vet, Love Boston Sports","AlfredYacyshyn","Sarasota, FL",NA,NA,0,0,0,0,0,NA,1900,4704,18997,0
"671","We will hear from @NikkiFriedFL about the ongoing #RedTide this afternoon. More tonight on @SNNTV https://t.co/pSg0QwsEEZ","1422258671707475975","everyone","366086287",2021-08-02 18:11:06,FALSE,"1422258671707475975","en",NA,"2011-09-01T15:04:10.000Z",FALSE,"https://pbs.twimg.com/profile_images/425772421392510977/LFb1vCq9_normal.png",FALSE,"Samantha Sonner","Morning News Producer | @NewhouseSU Broadcast and Digital Journalist Alum | Always looking for a good story | RT's are not endorsements","SamanthaSonner","Miami, FL",NA,"https://t.co/NzThhNNoTf",0,1,3,1,0,"5acc3a887617d093",600,354,4721,50
"672","I do! Even more, taking care of helpless sea life matters! DeSantis is not helping the red tide situation by refusing to declare an emergency declaration, as @NikkiFried has requested him to do. Now, maggots are on Siesta Key and Gulf beaches. @GovRonDeSantis https://t.co/KSaLpsb9M6","1422311081226248198","everyone","1260307098170245124",2021-08-02 21:39:21,FALSE,"1422311081226248198","en",NA,"2020-05-12T20:33:33.000Z",FALSE,"https://pbs.twimg.com/profile_images/1411166122217517058/yErWeGwC_normal.jpg",FALSE,"Lisa Stortstrom, M.Ed ☮️🕉☯️","Activist Chair of the Environmental Democratic Caucus of Sarasota County, Teacher at Access Your Abilities, LLC.","LisaStortstrom","South Sarasota County","1617333931879108608","https://t.co/xA3o2ABzNO",0,0,0,0,0,"427b5367da3c2878",1263,1047,29582,10
"673","Ignore all the dead sea life behind us from the red tide and it's an okay picture 🏖 @ Siesta Key, Florida https://t.co/mShu968o6A","1422665834179219462","everyone","252887227",2021-08-03 21:09:01,FALSE,"1422665834179219462","en",NA,"2011-02-16T03:28:43.000Z",FALSE,"https://pbs.twimg.com/profile_images/1506284107428503563/1kV-_GFA_normal.jpg",FALSE,"Shane","idk I'm vibin","OriginalSTM","Youngstown",NA,NA,0,0,0,0,0,"63fc5d2e91b3f086",356,380,7928,1
"674","@pbump DeSantis cares not about people. Nobody should make that mistake to believe that. He ignores a global pandemic while ICUs are bubbling over. Red Tide ravaging the coast due to pollution directed into the gulf. No state of emergency. It would look bad! Trump’s boy.","1423024032803430400","everyone","374894491",2021-08-04 20:52:22,FALSE,"1423023223139192835","en","950531","2011-09-17T04:34:12.000Z",FALSE,"https://pbs.twimg.com/profile_images/1605288143183351809/8DQS0-fQ_normal.jpg",FALSE,"Daniel’s Cold Sweat","Drifting Too Far From Shore","Real_DGuar","Sarasota by way of Boston 🌊","1090819507353014272",NA,0,0,0,0,0,"46f560fbf4d9593e",3003,4297,17557,3
"675","@msbsullivann @HeraldTribune @GovRonDeSantis That sounds to you like the advice DeSantis has given all this time? He practically ignored it. His strategy for COVID is the same one he has for red tide, ignore it. Pretend it isn’t really there. He’s ineffective and effectively a disaster as governor.","1423375840281341956","everyone","374894491",2021-08-05 20:10:20,FALSE,"1423350595352764425","en","4825592294","2011-09-17T04:34:12.000Z",FALSE,"https://pbs.twimg.com/profile_images/1605288143183351809/8DQS0-fQ_normal.jpg",FALSE,"Daniel’s Cold Sweat","Drifting Too Far From Shore","Real_DGuar","Sarasota by way of Boston 🌊","1090819507353014272",NA,0,1,0,0,0,"46f560fbf4d9593e",3003,4297,17557,3
"676","@NorCalU1 Dealing with a little red tide, hoping it totally moves out…but still beautiful","1424172648532164610","everyone","763553159608426496",2021-08-08 00:56:33,FALSE,"1424157904928657411","en","1233887376604221440","2016-08-11T01:50:34.000Z",FALSE,"https://pbs.twimg.com/profile_images/1520247486945837056/dBUhsmDQ_normal.jpg",FALSE,"Mark Bonilla","Joshua 1:9 | Hofstra Univ. OF | Dominican Univ (NY) HOF |⚾️🥎 @5starmetronynj @northeastntis #forglory","MarkBonilla9","New York, USA","1615738315038130180","https://t.co/qfGSuSuyaO",0,1,0,0,0,"63fc5d2e91b3f086",644,330,3138,2
"677","#BODYBYROCCO #BITTERSWEET #AWARENESS #SUNRISE WITH THE UNFORTUNATE DEAD FISH FROM RED TIDE 😌

I AM GRATEFUL 😇 TO BE ALIVE 🙏🏽

#GODSPEED #HEALING #RECOVERY👍🏽👍🏽

#THISTOOSHALLPASS ✝️

BE~ @cuzziecuzz #LOVEISLOVE😘 https://t.co/lqLKb0HpBs","1424324332218732545","everyone","265521110",2021-08-08 10:59:18,FALSE,"1424324332218732545","en",NA,"2011-03-13T17:52:39.000Z",FALSE,"https://pbs.twimg.com/profile_images/378800000609201848/29086e8b9f1ba85b4ad35c6663d8ae0a_normal.jpeg",FALSE,"ROCCO A. OLIVERIO","EXERCISE WILL GET US STRONGER~~~~MENTALLY,EMOTIONALLY,AND PHYSICALLY !!! ALWAYS & ALL WAYS PERSEVERE !!! MEASURE OUR LIFE IN LOVE !!! LOVE IS LOVE !!!","CUZZIECUZZ",NA,NA,NA,0,0,0,0,0,"06994603b8d09169",629,887,26933,88
"678",".@tampabaytimes most important factor as to why the climate crisis is going to bring on more red tide: most trapped heat gets absorbed into the most superficial waters and as heat rises pollutants disperse less in warmer water causing them to concentrate at the surface and “stew”","1425055241423233058","everyone","579519897",2021-08-10 11:23:40,FALSE,"1425055241423233058","en",NA,"2012-05-14T01:29:31.000Z",FALSE,"https://pbs.twimg.com/profile_images/1584752256259424257/muTSd1Op_normal.jpg",FALSE,"Doreen M Dupont MD","Physician/Journalist/Environment; Host One Wonders WWPR1490; Volunteer Vaccinator; Cornell-Communications #LeadOnClimate #Environment #Media #Radio #FollowBack","DrDoreenD","Longboat Key, FL",NA,"https://t.co/0L6TYv1a22",5,0,1,1,0,"06994603b8d09169",7300,6918,95643,225
"679",".@ZackSampson it’s the physical nature of warmer water that is the greatest problem by far contributing to the grim outlook for red tide in FL. Much less vertical mixing leading to sequestration and concentration of nitrogen runoff @the surface&amp;  more vehicular exhaust more cars https://t.co/2VDTO5GoZF","1425057129199775746","everyone","579519897",2021-08-10 11:31:10,FALSE,"1425057129199775746","en",NA,"2012-05-14T01:29:31.000Z",FALSE,"https://pbs.twimg.com/profile_images/1584752256259424257/muTSd1Op_normal.jpg",FALSE,"Doreen M Dupont MD","Physician/Journalist/Environment; Host One Wonders WWPR1490; Volunteer Vaccinator; Cornell-Communications #LeadOnClimate #Environment #Media #Radio #FollowBack","DrDoreenD","Longboat Key, FL",NA,"https://t.co/0L6TYv1a22",5,0,0,0,0,"06994603b8d09169",7300,6918,95643,225
"680","@RyanmFranklin @francisdmarion Here's how the morning started. Eff Red Tide https://t.co/uCk9BTFo2V","1425266082533814273","everyone","131995471",2021-08-11 01:21:28,FALSE,"1425167616465846280","en","34631635","2010-04-12T00:27:49.000Z",FALSE,"https://pbs.twimg.com/profile_images/1602604996842881031/Q_EqsA6K_normal.jpg",FALSE,"john reilly","DOA. A life well played for a life that hasn't been played so well. Actively chasing a better way to do this thing. I spray Lexicon and create it.","turfmonkeyboy","The Present Moment",NA,NA,0,0,1,0,0,"06994603b8d09169",6417,6001,20432,11
"681","@ValezkaSNN @SNNTV Poor beach goers, wonder how the fish feel","1425923377320144903","everyone","324078970",2021-08-12 20:53:20,FALSE,"1421938774540443653","en","1227076313669873664","2011-06-25T23:45:20.000Z",FALSE,"https://pbs.twimg.com/profile_images/1593012230240575488/DNi-wXfd_normal.jpg",FALSE,"3YsMan","Animal Lover,#BLM, #ANTIFA, #Vote Blue, #EndCitizensUnited, USAF Vet, Love Boston Sports","AlfredYacyshyn","Sarasota, FL",NA,NA,0,0,0,0,0,NA,1900,4704,18997,0
"682","Red Tide's been exacerbated by the Piney Point releases, killing marine life and livability. What have the deciders decided to do? @ Big Pass Sarasota Fl https://t.co/q6q2WfZ76Y","1427665147259199490","everyone","17684216",2021-08-17 16:14:30,FALSE,"1427665147259199490","en",NA,"2008-11-27T18:02:23.000Z",FALSE,"https://pbs.twimg.com/profile_images/1253878614/sirkenrobinsonrich_normal.jpg",FALSE,"Rich Schineller","","schineller","NYC Sarasota",NA,"https://t.co/Epraq3liRZ",0,0,0,0,0,"4ec01c9dbc693497",331,886,516,3
"683","South Brohard is a wreck from #redtide Lots of dead fish and the smell is unbearable. Left within 30 min! https://t.co/LOTls5WR6d","1427686642744168452","everyone","150911871",2021-08-17 17:39:55,FALSE,"1427686642744168452","en",NA,"2010-06-02T03:55:45.000Z",FALSE,"https://pbs.twimg.com/profile_images/1596635872170070018/oVxCSaHQ_normal.jpg",TRUE,"Justin Hobbs","EMMY®️ Award Winning Meteorologist at NBC 2 🏝","YourWXJustin","Ft. Myers, FL","1574883929613541381",NA,0,0,2,0,0,"0c1cd506c696b000",2682,1699,3507,38
"684","When the #redtide takes out beach days away, we pool party instead 🥳 #siestakey @ Tropical Breeze Resort https://t.co/gtFbOcvC5g","1427800188018733063","everyone","235743869",2021-08-18 01:11:06,FALSE,"1427800188018733063","en",NA,"2011-01-09T00:19:08.000Z",FALSE,"https://pbs.twimg.com/profile_images/458466886016323584/OiVRi6UF_normal.jpeg",FALSE,"Amotion Shipley","Owner of #DeepFlowStudios, @deepflowstudios Recording Studio, audio engineer/producer 4105073866 #MMA Sparrer, #pitbulllover #dogrescue #realtor #investor","officialamotion"," Baltimore, MD",NA,"https://t.co/LhgA4UhWST",0,0,0,0,0,"63fc5d2e91b3f086",1539,503,6808,12
