"","text","conversation_id","author_id","lang","id","created_at.x","in_reply_to_user_id","reply_settings","possibly_sensitive","protected","verified","username","created_at.y","description","url","location","name","profile_image_url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","pinned_tweet_id"
"349","Went out to Picnic Island and the American Legion to check for red tide damage yesterday. Full report is up now in my latest video. Appreciate y’all watching. #redtide #tampabay #fishing #waterquality #florida #snook #redfish #trout 

https://t.co/kJMwDUUTuL https://t.co/OlCSx5lVng","1422301500164952071","1360002869584355333","en","1422301500164952071",2021-08-02 21:01:17,NA,"everyone",FALSE,FALSE,FALSE,"WadeFishingExp","2021-02-11T23:09:06.000Z","Tampa Bay’s premier wade fishing show, hosted by Matt Stevens, @stevens_mms. Tips, tactics and locations to help you catch more redfish, trout and snook.","https://t.co/MVzN37qekF","Tampa, FL","The Wade Fishing Experience","https://pbs.twimg.com/profile_images/1411662349862375424/t7BMkf7A_normal.jpg","07d9db4c5b488000",1,0,1,0,0,295,294,122,1,"1429080272264441857"
"350","@MSNBC @ZeeshanAleem If only he would worry about the problems were facing in Florida and quit campaigning. We have Covid on the rise &amp; red tide Ravaging our shoreline.","1422350768032595975","1270894015261618180","en","1422352511101460480",2021-08-03 00:23:59,"2836421","everyone",FALSE,FALSE,FALSE,"LindaLush4","2020-06-11T01:42:16.000Z","Educator by day and pirate by weekend. Most important job is being Payton and Tatum’s Noona. I support my LEO son. No DM’s please. #Catholic #Democrat",NA,"Tampa, FL","𝕷𝖎𝖓𝖉𝖆 𝕷𝖚𝖘𝖍","https://pbs.twimg.com/profile_images/1463930139755139081/WEjaGmsS_normal.jpg","dc62519fda13b4ec",1,0,1,0,0,1414,2457,40933,4,NA
"351","https://t.co/3cVvjf5gJB. A guess ice 🍦 🍦 is more important. https://t.co/UU8A4nWdF4","1422639833030316034","1888736366","en","1422639833030316034",2021-08-03 19:25:42,NA,"everyone",FALSE,FALSE,FALSE,"jahblessjones","2013-09-21T03:28:33.000Z","Jones & Family Life is Good😁",NA,"Florida, USA","Andrew Jones","https://pbs.twimg.com/profile_images/1452381811577868300/k4oNwm4n_normal.jpg","01af119d415cd7d2",0,0,0,0,0,11,5,6058,0,NA
"352","@GovRonDeSantis you didn't help the counties that were begging you for help with the red tide. Your helping Floridians that want to leave their houses because of covid.  Now your not helping our children by letting them go to school Unmasked 

What are you doing?","1422729449263542272","1139310706199867397","en","1422729449263542272",2021-08-04 01:21:48,"1058807868","everyone",FALSE,FALSE,FALSE,"ehtampaDeb","2019-06-13T23:16:54.000Z","Just a American wanting the best for America.Loves Horses,Cats & Dogs but only have a Cat.💙 💜 Go Bolts, Rays, Bucs & Rowdies & Wrexham
 No Dm's. No Drama!",NA,"Tampa, FL","Debbie","https://pbs.twimg.com/profile_images/1542305525488095232/hnUF7t_v_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,1527,3240,7237,0,NA
"353","@fineout @GovRonDeSantis Red Tide Ron firmly believes that sucking up to the anti-vax, anti-mask Covid denier types will win him re-election and boost his presidential prospects. He will fight tooth &amp; nail against going in the right direction. #DeSantisVariant #RemoveRon #DeathSantis #RedTide","1422673504332353541","148753152","en","1422751610795593731",2021-08-04 02:49:52,"16001789","everyone",FALSE,FALSE,FALSE,"PBoothMedia","2010-05-27T14:23:42.000Z","Writes stuff. Slappas da bass. Husband, dad, brother, son. @jazztimes @jazzizmagazine @flfilmcritics @jjajazzawards @theehsociety @acmejazzgarage https://t.co/GEOIL8x8Xv","https://t.co/SsucCcGjfV",NA,"Philip Booth","https://pbs.twimg.com/profile_images/1616277942824222721/u6-SL1D__normal.jpg","dc62519fda13b4ec",0,0,0,0,0,2108,4280,57395,73,NA
"354","@GovRonDeSantis That's why you let Piney Point dump massive amounts of contaminants into our water way causing red tide and not giving any State help into cleaning this mess up. Great move.  You are not a good Gov. You don't care about our water or children's health. I'm disappointed in you.","1422716680338350081","1139310706199867397","en","1422760647587139585",2021-08-04 03:25:46,"1058807868","everyone",FALSE,FALSE,FALSE,"ehtampaDeb","2019-06-13T23:16:54.000Z","Just a American wanting the best for America.Loves Horses,Cats & Dogs but only have a Cat.💙 💜 Go Bolts, Rays, Bucs & Rowdies & Wrexham
 No Dm's. No Drama!",NA,"Tampa, FL","Debbie","https://pbs.twimg.com/profile_images/1542305525488095232/hnUF7t_v_normal.jpg","dc62519fda13b4ec",0,1,0,0,0,1527,3240,7237,0,NA
"355","@GovRonDeSantis Where's the help for Red Tide?  You have all this $$$ for others we need to stop killing our fish, dolphins, &amp; turtles. Clean up costs big bucks.  We need help!","1423026279113232386","1139310706199867397","en","1423034280054345730",2021-08-04 21:33:05,"1058807868","everyone",FALSE,FALSE,FALSE,"ehtampaDeb","2019-06-13T23:16:54.000Z","Just a American wanting the best for America.Loves Horses,Cats & Dogs but only have a Cat.💙 💜 Go Bolts, Rays, Bucs & Rowdies & Wrexham
 No Dm's. No Drama!",NA,"Tampa, FL","Debbie","https://pbs.twimg.com/profile_images/1542305525488095232/hnUF7t_v_normal.jpg","dc62519fda13b4ec",1,0,1,0,0,1527,3240,7237,0,NA
"356","@EDF_Florida Florida @GOP lawmakers &amp; governors are too busy taking away the rights of communities to do what they think is right. Covid, plastics, red tide- they don’t care how they’re having a negative effect on communities.","1420831771814400009","1149410190141394944","en","1423320616308989957",2021-08-05 16:30:53,"1300505254375690241","everyone",FALSE,FALSE,FALSE,"PoliticsOyVey","2019-07-11T20:08:39.000Z","Passionate mother tweeting about #politics #environment #democracy #HealthCare. Believer in #science #GoldenRule #endalz #ClimateChange #Resist #FTD #DACA",NA,NA,"PoliticsOyVey","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","dc62519fda13b4ec",0,0,1,0,0,68,449,4725,2,NA
"357","She doesn't live in FL. We do.. she does not know what the people know.  He doesn't want to give counties any help with RED TIDE. The Piney Point co that sent 223 million gallons of contaminated water into our bay with Deathsantis approval.  Now we have the worst Red Tide ever https://t.co/eiYFxcaEds","1423338291458367488","1139310706199867397","en","1423338291458367488",2021-08-05 17:41:07,NA,"everyone",FALSE,FALSE,FALSE,"ehtampaDeb","2019-06-13T23:16:54.000Z","Just a American wanting the best for America.Loves Horses,Cats & Dogs but only have a Cat.💙 💜 Go Bolts, Rays, Bucs & Rowdies & Wrexham
 No Dm's. No Drama!",NA,"Tampa, FL","Debbie","https://pbs.twimg.com/profile_images/1542305525488095232/hnUF7t_v_normal.jpg","dc62519fda13b4ec",0,1,0,0,0,1527,3240,7237,0,NA
"358","@ehtampaDeb Yep and I Doubt she would send her child to public school with nobody wearing a mask and most people not vaccinated. If her kid was old enough to go to school and public school at that.","1423338291458367488","873201144251777024","en","1423355959481602052",2021-08-05 18:51:20,"1139310706199867397","everyone",FALSE,FALSE,FALSE,"Kelly123VT","2017-06-09T15:32:30.000Z","Classic Rock News Politics, concerts, travel, R&B",NA,"Florida, USA","Kelly","https://pbs.twimg.com/profile_images/1251888871450738688/tdlmMRFB_normal.jpg",NA,0,1,1,0,0,24,269,7624,0,NA
"359","@Kelly123VT You really think she is even thinking of sending her kid to a public school..  No Way! That kid is going to be a spoiled brat just like her, maybe not that bad.
I like Meghan she just has some bad Rep. Ideas &amp; married a loser","1423338291458367488","1139310706199867397","en","1423725023978737664",2021-08-06 19:17:51,"873201144251777024","everyone",FALSE,FALSE,FALSE,"ehtampaDeb","2019-06-13T23:16:54.000Z","Just a American wanting the best for America.Loves Horses,Cats & Dogs but only have a Cat.💙 💜 Go Bolts, Rays, Bucs & Rowdies & Wrexham
 No Dm's. No Drama!",NA,"Tampa, FL","Debbie","https://pbs.twimg.com/profile_images/1542305525488095232/hnUF7t_v_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,1527,3240,7237,0,NA
"360","with what is going on in Florida, I hate to tell y'all that I still see license plates on cars, trucks, and vans from all y'alls states.

why are people letting their friends and family vacation here?

the weather is shitty and we have red tide, so the beach sucks.

stay home.","1424860401246916609","800570658929262592","en","1424860401246916609",2021-08-09 22:29:26,NA,"everyone",FALSE,FALSE,FALSE,"chrislongview","2016-11-21T05:24:53.000Z","Proud Montanan & Floridian. Huge nerd w/ a lab named Shelby. I raise lots of $ for stuff. Loves: Emory, Vanderbilt, Columbia, USF, beach, clearly a homo.",NA,"Florida, USA","Florida Chris","https://pbs.twimg.com/profile_images/1544507225846304768/gxbelS8D_normal.jpg","dc62519fda13b4ec",38,29,258,3,0,25984,2412,430999,89,"1283579763215532038"
"361","@chrislongview Exactly ! I don’t understand it !","1424860401246916609","2502812062","en","1424860742533124102",2021-08-09 22:30:48,"800570658929262592","everyone",FALSE,FALSE,FALSE,"bbrae990","2014-04-22T23:35:00.000Z","Music lover, activist and fighting to make the country better for the sake of my children , domestic violence survivor",NA,"Maryland, USA","🏳️‍⚧️🏳️‍🌈⚧💛 womans right are human rights","https://pbs.twimg.com/profile_images/1621370919774986241/_vpYo5t6_normal.jpg",NA,0,0,1,0,0,872,1104,42060,6,"1534335539930972160"
"362","@chrislongview Because my kid is getting ready to go to college there. No, I am not happy.","1424860401246916609","1410112280","en","1424860887295352837",2021-08-09 22:31:22,"800570658929262592","everyone",FALSE,FALSE,FALSE,"burnnikiburn","2013-05-07T12:14:50.000Z","Director of chaos in a household of males. She/her/hers. Tweets are always my own views.",NA,NA,"Typhoid Niki At Your Service","https://pbs.twimg.com/profile_images/1419256630609338368/AJ3jykYy_normal.jpg",NA,0,1,3,0,0,237,1057,20353,2,NA
"363","@chrislongview I second this message!

Why anyone comes here now","1424860401246916609","826311271070920704","en","1424861013833359363",2021-08-09 22:31:52,"800570658929262592","everyone",FALSE,FALSE,FALSE,"Mjcrjdrvrsoonrf","2017-01-31T06:08:53.000Z","AF brat,from Rome,NY;AF Vet,Germany lived there 13 yrs;Alum U of Oklahoma,Boomer!Alum Wichita St U,WuShox!ex airline pilot, #VetsResistSquadron",NA,"Space Coast, United States","Michael Jackson☮️ #Fight4US #GoodTrouble","https://pbs.twimg.com/profile_images/1545778590574329861/Bz_Q12yp_normal.jpg",NA,1,0,1,0,0,6706,7353,417072,23,"1620266063077453824"
"364","@burnnikiburn well, at least we're gonna be wearing masks on campus now. have you called the school to tell them you want all the kids vaccinated? i was really hoping parents would start weighing in and maybe y'all could make a difference.","1424860401246916609","800570658929262592","en","1424861166069764104",2021-08-09 22:32:29,"1410112280","everyone",FALSE,FALSE,FALSE,"chrislongview","2016-11-21T05:24:53.000Z","Proud Montanan & Floridian. Huge nerd w/ a lab named Shelby. I raise lots of $ for stuff. Loves: Emory, Vanderbilt, Columbia, USF, beach, clearly a homo.",NA,"Florida, USA","Florida Chris","https://pbs.twimg.com/profile_images/1544507225846304768/gxbelS8D_normal.jpg",NA,1,2,6,0,0,25988,2412,431137,89,"1283579763215532038"
"365","@chrislongview And THIS! https://t.co/bSBPi7TxCT","1424860401246916609","1193287659344584709","en","1424861356612796418",2021-08-09 22:33:14,"800570658929262592","everyone",FALSE,FALSE,FALSE,"gutsywoman19","2019-11-09T22:02:17.000Z","#votelikeblackwomen 
 #SheWon #KHive #handmarkedpaperballots #ProtectBlackWomen #ForThePeople  #strongertogether #stillwithher Mother, artist, teacher.",NA,NA,"THEE GutsyWoman19🇺🇦🐝 #WeHaveHerBack","https://pbs.twimg.com/profile_images/1461823559383269383/XsAUUvRn_normal.jpg",NA,5,3,3,0,0,2150,4368,160640,5,NA
"366","@chrislongview Same down here, what are these people thinking? There's a disease running rampant down there...let's go!!!!","1424860401246916609","3398770055","en","1424861939537170437",2021-08-09 22:35:33,"800570658929262592","everyone",FALSE,FALSE,FALSE,"Paiyslee","2015-08-01T14:25:11.000Z","Paiyslee on Spoutible🐳 Politics, Golf. Giants fan. Biden/Harris 2024  Dog nurse. Storm lover.
   ⚽️ Wrexham always.⚽️",NA,"FL","Paiyslee","https://pbs.twimg.com/profile_images/1605361153697251328/7iKVPfhg_normal.jpg",NA,1,0,6,0,0,9260,7699,128770,39,"1618002637630345216"
"367","@chrislongview My kid is going to school vaccinated. The college is saying indoors, masks are required. Outdoors? Only requires in large gatherings. They are holding vaccine clinics out the whazoo. He is prepared for classes to shift online.","1424860401246916609","1410112280","en","1424862896169836550",2021-08-09 22:39:21,"800570658929262592","everyone",FALSE,FALSE,FALSE,"burnnikiburn","2013-05-07T12:14:50.000Z","Director of chaos in a household of males. She/her/hers. Tweets are always my own views.",NA,NA,"Typhoid Niki At Your Service","https://pbs.twimg.com/profile_images/1419256630609338368/AJ3jykYy_normal.jpg",NA,0,1,3,0,0,237,1057,20353,2,NA
"368","@chrislongview You are so right!  We wonder the same thing every time we see an out-of-state plate.","1424860401246916609","4191273554","en","1424863028059770881",2021-08-09 22:39:53,"800570658929262592","everyone",FALSE,FALSE,FALSE,"DeborahCompass","2015-11-10T14:46:12.000Z","Worked hard for my PhD in Linguistics from Michigan. Retired international educator, now enthusiastic Dem volunteer working to turn Florida blue. #KHive. 💛🐝",NA,NA,"Dr. Deb Pierce","https://pbs.twimg.com/profile_images/1361684940321132545/hSAs2hD7_normal.jpg",NA,0,0,0,0,0,920,854,26658,18,"1587793831176437760"
"369","@chrislongview I keep sending him COVID updates for FL on the regular.","1424860401246916609","1410112280","en","1424863204866461699",2021-08-09 22:40:35,"1410112280","everyone",FALSE,FALSE,FALSE,"burnnikiburn","2013-05-07T12:14:50.000Z","Director of chaos in a household of males. She/her/hers. Tweets are always my own views.",NA,NA,"Typhoid Niki At Your Service","https://pbs.twimg.com/profile_images/1419256630609338368/AJ3jykYy_normal.jpg",NA,0,1,2,0,0,237,1057,20353,2,NA
"370","@chrislongview There's a child in the ICU 45 miles north of Albany NY.","1424860401246916609","1235375633024286722","en","1424863554331623424",2021-08-09 22:41:58,"800570658929262592","everyone",FALSE,FALSE,FALSE,"MarthaFullerV1","2020-03-05T01:24:56.000Z","#StillWithHer
 #ListentoBlackWomen #JoyfulWarrior 

Insta: women_remember
https://t.co/Z1OyMYSSsv","https://t.co/lTvBsX4k1D","Capital Region, NYS","💛WomenRemember","https://pbs.twimg.com/profile_images/1354421901712646144/B0NDf2Hw_normal.jpg",NA,0,0,0,0,0,887,1652,57241,3,"1309141044806717440"
"371","@chrislongview @MadisonKittay We also have toxic blue-green algae in the West Palm Beach area. Residents here were drinking contaminated water, for days, without being notified. You can‘t boil the water to remove the toxin, either.","1424860401246916609","243341632","en","1424863574275629067",2021-08-09 22:42:03,"800570658929262592","everyone",FALSE,FALSE,FALSE,"WuWeiFAB2021","2011-01-26T20:59:08.000Z","Pro-truth | Pro-humanity | 0 pieces of flair | Biden/Harris | Please 🗳! 🦓",NA,NA,"WuWei2022","https://pbs.twimg.com/profile_images/1497785449527529474/T1T2KO3g_normal.jpg",NA,1,0,3,0,0,704,1861,25143,1,"1542133638208299009"
"372","@chrislongview I normally live in FL, currently hiding out with my kids in Indiana.  I need to go home sometime soon,  at least for a while.  I keep hoping for a break but it keeps getting worse.🙏","1424860401246916609","1122674748218073088","en","1424863684011102221",2021-08-09 22:42:29,"800570658929262592","everyone",FALSE,FALSE,FALSE,"DebbieH4Joe","2019-04-29T01:31:33.000Z","Grandma babysitter. Retired. Proudly #TeamPete supporting Biden/Harris 💙. 💉💉💉💉💉Tell the GOP Matthew 25:40 shows  Jesus was a lefty. “What so ever you do…”",NA,NA,"DebbieLynn H","https://pbs.twimg.com/profile_images/1392932996525723650/clrZryti_normal.jpg",NA,1,1,4,0,0,1204,2094,25455,0,NA
"373","@gutsywoman19 @chrislongview Holy crap. FL has passed the total number of cases in NY by 600,000.","1424860401246916609","1137568723","en","1424863770975813644",2021-08-09 22:42:50,"1193287659344584709","everyone",FALSE,FALSE,FALSE,"MadisonKittay","2013-01-31T18:11:02.000Z","#BidenHarris #JoyfulWarrior #TeamPelosi Okinawan-American Democrat. Terrifying creature.

Snitch tag = Automatic Block","https://t.co/Ua0L8BFe7C",NA,"Kim Wexler's Ponytail","https://pbs.twimg.com/profile_images/1293578343640686599/zbZRR8D1_normal.jpg",NA,2,0,9,0,0,8842,4325,95813,42,"1621347084401098753"
"374","@chrislongview I was thinking the same yesterday. Lots of out of state tags in Volusia County where they just ordered refrigerated trucks for y'all.","1424860401246916609","1300233952905572353","en","1424864038081769477",2021-08-09 22:43:54,"800570658929262592","everyone",FALSE,FALSE,FALSE,"eagle2_fl","2020-08-31T00:49:53.000Z","Protector of our National bird. Despise Rubio, trump, anyone in the Gang of Putin. Will block stupid and bots. No DM's. I have a potty mouth.",NA,"Florida","E-7","https://pbs.twimg.com/profile_images/1300234785131040772/KOr_2gqT_normal.jpg",NA,0,0,1,0,0,863,1360,12413,0,"1536314807741186048"
"375","@chrislongview I also have zero problem with my husband sleeping in another bedroom when he gets back for a few weeks thanks to the fuckery going on in FL. He can suck it up. Our youngest is about to start school himself. I don’t need anymore stress","1424860401246916609","1410112280","en","1424864365640130564",2021-08-09 22:45:12,"1410112280","everyone",FALSE,FALSE,FALSE,"burnnikiburn","2013-05-07T12:14:50.000Z","Director of chaos in a household of males. She/her/hers. Tweets are always my own views.",NA,NA,"Typhoid Niki At Your Service","https://pbs.twimg.com/profile_images/1419256630609338368/AJ3jykYy_normal.jpg",NA,0,1,0,0,0,237,1057,20353,2,NA
"376","@DebbieH4Joe @chrislongview It’s going to be a minute. DeathSantis is threatening to withhold salaries of any school board members and superintendents who implement mask mandates.","1424860401246916609","243341632","en","1424865016231219201",2021-08-09 22:47:47,"1122674748218073088","everyone",FALSE,FALSE,FALSE,"WuWeiFAB2021","2011-01-26T20:59:08.000Z","Pro-truth | Pro-humanity | 0 pieces of flair | Biden/Harris | Please 🗳! 🦓",NA,NA,"WuWei2022","https://pbs.twimg.com/profile_images/1497785449527529474/T1T2KO3g_normal.jpg",NA,0,0,1,0,0,704,1861,25143,1,"1542133638208299009"
"377","@chrislongview My sister and her family are going to Mt Rushmore and the Badlands next week for their vacation. She is the head of nursing for the hospital she works at. I'll give you 2 guesses who she voted for.","1424860401246916609","3181708211","en","1424869946706833414",2021-08-09 23:07:22,"800570658929262592","everyone",FALSE,FALSE,FALSE,"WesternILDem","2015-04-19T03:45:28.000Z","A blue dot in a big, dumb, red sea                       
#BidenHarris2020 #BlackLivesMatter #ProtectBlackWomen 
💛",NA,"Macomb, IL","The Media Prefers Chaos Over Calm","https://pbs.twimg.com/profile_images/1377882622894825472/erOI5BQe_normal.jpg",NA,1,0,4,0,0,147,471,5030,1,NA
"378","@chrislongview Crazy people are still coming to Disney 😱😱😱","1424860401246916609","985593979042516992","en","1424870186964955138",2021-08-09 23:08:20,"800570658929262592","everyone",FALSE,FALSE,FALSE,"hattiemdurant","2018-04-15T19:01:30.000Z","",NA,NA,"Hattie DuRant","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,0,0,2,0,0,168,213,24720,4,NA
"379","@chrislongview FUCK! His college has lifted all remaining restrictions as of today. Are you fucking kidding me? They’ve had a steady increase of positive cases since mid July.","1424860401246916609","1410112280","en","1424871034923196419",2021-08-09 23:11:42,"1410112280","everyone",FALSE,FALSE,FALSE,"burnnikiburn","2013-05-07T12:14:50.000Z","Director of chaos in a household of males. She/her/hers. Tweets are always my own views.",NA,NA,"Typhoid Niki At Your Service","https://pbs.twimg.com/profile_images/1419256630609338368/AJ3jykYy_normal.jpg",NA,0,1,1,0,0,237,1057,20353,2,NA
"380","@burnnikiburn which school?","1424860401246916609","800570658929262592","en","1424871695496753152",2021-08-09 23:14:19,"1410112280","everyone",FALSE,FALSE,FALSE,"chrislongview","2016-11-21T05:24:53.000Z","Proud Montanan & Floridian. Huge nerd w/ a lab named Shelby. I raise lots of $ for stuff. Loves: Emory, Vanderbilt, Columbia, USF, beach, clearly a homo.",NA,"Florida, USA","Florida Chris","https://pbs.twimg.com/profile_images/1544507225846304768/gxbelS8D_normal.jpg","dc62519fda13b4ec",0,1,0,0,0,25988,2412,431137,89,"1283579763215532038"
"381","@chrislongview @burnnikiburn Universities in Michigan are mandating masks and vaccines.","1424860401246916609","3611743093","en","1424872178017869831",2021-08-09 23:16:14,"800570658929262592","everyone",FALSE,FALSE,FALSE,"Liz_Drotar","2015-09-19T03:15:37.000Z","Working Mom. Wife. Michigan State Alum. Ardent supporter of public education. #StillWithHer #khive #joebiden",NA,"Michigan, USA","Liz_D","https://pbs.twimg.com/profile_images/1186896369048522755/bu6LTnqw_normal.jpg",NA,0,0,0,0,0,439,1044,7058,1,NA
"382","@chrislongview They’re likely MAGATs. No offenses but Florida has been on my no go list for years. And now even more so.","1424860401246916609","378147040","en","1424872564162240515",2021-08-09 23:17:46,"800570658929262592","everyone",FALSE,FALSE,FALSE,"lula_reh","2011-09-22T18:29:21.000Z","I like animals more than most people. 🐶🐱",NA,"Minnesota, USA","Lula 🗳🌊💙","https://pbs.twimg.com/profile_images/1425866500150333445/w4Xy8LOn_normal.jpg",NA,0,0,0,0,0,4300,4821,363939,8,"1604140149071261697"
"383","@chrislongview @fgcu 

I’m fucking gutted.","1424860401246916609","1410112280","en","1424873264304775168",2021-08-09 23:20:33,"800570658929262592","everyone",FALSE,FALSE,FALSE,"burnnikiburn","2013-05-07T12:14:50.000Z","Director of chaos in a household of males. She/her/hers. Tweets are always my own views.",NA,NA,"Typhoid Niki At Your Service","https://pbs.twimg.com/profile_images/1419256630609338368/AJ3jykYy_normal.jpg",NA,0,0,0,0,0,237,1057,20353,2,NA
"384","@gutsywoman19 @chrislongview Florida - always winning right RON @GovRonDeSantis -","1424860401246916609","540407117","en","1424878462918135817",2021-08-09 23:41:13,"1193287659344584709","everyone",FALSE,FALSE,FALSE,"KrisRuffo","2012-03-30T00:59:46.000Z","25 Yr Successful Head College WBB Coach. Advocate for Equality. Blue 🌊. *Start Up Hoop Consulting Biz* High School Athletic Director",NA,"Palm Beach, FL","Kris Ruffo","https://pbs.twimg.com/profile_images/1301703223057813506/Qn3BVqEX_normal.jpg",NA,0,0,0,0,0,959,1152,4700,3,"1283360025289859080"
"385","@chrislongview Flew into Orlando last night after 2 weeks in DC, it's a trip I've made several times in the last month to see new grandbaby. Flights have been packed, airport packed. I'm looking at all these families and thinking, WTF are you doing this?","1424860401246916609","755429099531894784","en","1424880317471547397",2021-08-09 23:48:35,"800570658929262592","everyone",FALSE,FALSE,FALSE,"mawc1067","2016-07-19T15:48:27.000Z","Liberal in Red Florida.",NA,NA,"MCar Biden/Harris are doing a great job. 💙💛🌻","https://pbs.twimg.com/profile_images/1503402690092621825/ydyNxa5t_normal.jpg",NA,1,0,6,0,0,308,809,7468,0,NA
"386","@chrislongview Agree totally","1424860401246916609","18881047","en","1424881693777879045",2021-08-09 23:54:03,"800570658929262592","everyone",FALSE,FALSE,FALSE,"cek422","2009-01-11T21:50:08.000Z","Pro choice. Gun safety. Gay Marriage. Black Lives Matter. Pennsylvania Democrat, Resister, #voteblue #resistance #BidenHarris #BLM #connectblue 🌈",NA,"Pennsylvania, USA","C.E.K - Charles ☮️","https://pbs.twimg.com/profile_images/1555033101314785280/AD-IIGJV_normal.jpg",NA,0,0,1,0,0,11304,11758,89703,27,"1576407189904031745"
"387","@chrislongview I had two coworkers who just went to Miami (then onto Orlando for one, and the Dominican Republic for the other) for vacation.

Let’s just say that I’m glad I work remotely, and that my kids are going to different school districts.","1424860401246916609","14630261","en","1424885130426941440",2021-08-10 00:07:42,"800570658929262592","everyone",FALSE,FALSE,FALSE,"mpersandy","2008-05-02T19:55:04.000Z","Deadpan tweets. Salukis. Cats. Theater/Dance Dad. bash addict. #BidenHarris2024. Mr. @HoneybadgerLA. It’s still pronounced “Jif.” Likely not your huckleberry.","https://t.co/nlXycnxy4E","Honeybadger’s Drift","*Andy gestures in a nuanced manner* 🇺🇦🌻","https://pbs.twimg.com/profile_images/1478866278429327360/cYeW-9Nj_normal.jpg",NA,0,0,2,0,0,3100,1400,160191,142,"1591516721567117312"
"388","@chrislongview Take care of you, please!","1424860401246916609","1949482182","en","1424885488649912320",2021-08-10 00:09:08,"800570658929262592","everyone",FALSE,FALSE,FALSE,"GammaReigh","2013-10-09T15:33:14.000Z","aka Lil WiperBlade|All Up in Your Mind|
#VeryAsian #SlavicBrat |Raised in the South back in the North| #ScleroMama #IgotASS
💛🐝",NA,"BTR|TBAY","Ambiguous Brown Emotional Support Canadian","https://pbs.twimg.com/profile_images/1611140959445581825/WqnVuKLk_normal.jpg",NA,0,0,3,0,0,4724,1685,97387,13,"1498134515822346247"
"389","@chrislongview ....this Floridian left 🙄🧐","1424860401246916609","15225356","en","1424888381167841283",2021-08-10 00:20:37,"800570658929262592","everyone",FALSE,FALSE,FALSE,"virtualgina","2008-06-24T23:34:19.000Z","Island Gal.Grammy. Light skinned & BLACK AF .Boomer.HBCUProud.Obama/HRC/Biden/HarrisDem.Cuss a lot.#ThatIsAll means done wit it.Typos happen 🤷🏾‍♀️","https://t.co/EKQ18mHsqu",NA,"💛🐝THEE ZERO PHUCKS LEFT TO GIVE 🇧🇸🇺🇸","https://pbs.twimg.com/profile_images/1478561718670401539/PYY7pMPg_normal.jpg",NA,0,0,0,0,0,3272,4957,37504,93,NA
"390","@chrislongview Snowbirders who live there part time? I live near a base so I see out of state license plates all the time that also have base pass stickers or toll road passes.","1424860401246916609","96727657","en","1424888759351349264",2021-08-10 00:22:08,"800570658929262592","everyone",FALSE,FALSE,FALSE,"EricaCooper","2009-12-14T09:11:11.000Z","She/her/hers #Khive supporter. #BidensFanBase",NA,NA,"I sometimes miss the context clues.","https://pbs.twimg.com/profile_images/1621209645108047872/v4oAA-cH_normal.png",NA,0,0,0,0,0,520,1014,33039,0,NA
"391","@chrislongview We’re not seeing red tide yet up in the Panhandle but am hearing that tourists are helping overwhelm our local resources for covid testing and treatment. Time for the tourists to go home! Sadly they’ll likely take covid with them to spread some more.","1424860401246916609","822867895168466944","en","1424890204373110790",2021-08-10 00:27:52,"800570658929262592","everyone",FALSE,FALSE,FALSE,"goldenheart1995","2017-01-21T18:06:09.000Z","Humanitarian, Nonprofits, Government & Politics, mom to 5 rescue cats and 2 rescue dogs, wife to veteran/retired firefighter",NA,"Northwest Florida","Dawn","https://pbs.twimg.com/profile_images/1514659167759446016/wND3MYoD_normal.jpg",NA,0,0,0,0,0,4592,4694,28141,2,NA
"392","@VeraMBergen @crampell He’s against mandates except the ones he issues. That’s called being an apprentice dictator.  We’ve got Covid-19 and Red Tide here in Florida. How’s that going to help the tourism industry? Thanks Red Tide Ron!","1424833956558561283","162055786","en","1424904153558618117",2021-08-10 01:23:18,"437838346","everyone",FALSE,FALSE,FALSE,"dream_mechanic","2010-07-02T14:13:54.000Z","I don't respond to MAGA bots, Trump toadies, conspiracy nuts, insults etc.  Consider yourself blocked if that's your game.","https://t.co/2jc3zZSVtF","Tampa, Florida","Tom Fillion","https://pbs.twimg.com/profile_images/1708634744/Eagle_normal","dc62519fda13b4ec",0,0,0,0,0,100,93,7440,1,"918763635199094785"
"393","@chrislongview @mpersandy And the mosquitoes. Giant fucking, Dengue carrying mosquitoes.","1424860401246916609","34761747","en","1424904929764806670",2021-08-10 01:26:23,"800570658929262592","everyone",FALSE,FALSE,FALSE,"stevekimura","2009-04-23T22:59:15.000Z","Today: TV writer of commercials. Tomorrow: TV writer of TV.","https://t.co/Ud4vfkGCRU","Left Coast, USA","Steve Kimura 🍥🇺🇦","https://pbs.twimg.com/profile_images/1449593324436815875/7EGFOCO7_normal.jpg",NA,0,0,2,0,0,3624,2308,105176,259,"1596334247438340096"
