"","text","lang","possibly_sensitive","id","created_at.x","conversation_id","author_id","reply_settings","in_reply_to_user_id","created_at.y","username","name","url","profile_image_url","protected","pinned_tweet_id","verified","description","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"362","@VernBuchanan So glad you are on the case, if only you had the past 10 years to do something.","en",FALSE,"1379100762710638600",2021-04-05 15:56:58,"1379098390907195395","15473859","everyone","20467163","2008-07-17T21:09:11.000Z","thesnowman21","thesnowman21",NA,"https://pbs.twimg.com/profile_images/889289752729591809/NW2WSBye_normal.jpg",FALSE,NA,FALSE,"Pen tester and all things IT Security. Also waste time playing video games and long suffering Killie fan.","iPhone: 39.057961,-94.618828",0,0,3,0,0,312,1373,16072,3,NA,NA
"363","@VernBuchanan Get out of the air and get your boots on the ground and go meet the people who are going to suffer from this. Tourism and small businesses who count on a healthy ecology WILL struggle. How are you going to work to get FL the money it needs, you voted against aid already this year","en",FALSE,"1379100769148895234",2021-04-05 15:57:00,"1379098390907195395","1278117045830385665","everyone","20467163","2020-07-01T00:03:55.000Z","LizzieTheLawyer","Elizabeth Schultz",NA,"https://pbs.twimg.com/profile_images/1538583182492192768/IrYJwUo-_normal.jpg",FALSE,NA,FALSE,"Attorney 👩🏼‍⚖️ she/her/hers","Florida, USA",0,1,5,0,0,398,528,8858,1,NA,NA
"364","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379100941018931210",2021-04-05 15:57:41,"1379100941018931210","26014932","everyone",NA,"2009-03-23T14:53:08.000Z","kkuizon","Kim Kuizon FOX 13","https://t.co/C8yRkQVAYP","https://pbs.twimg.com/profile_images/964559428560281600/xGdD0z3r_normal.jpg",FALSE,NA,TRUE,"Fox 13 WTVT Reporter. Florida Girl living the dream. Wife, new mom, Gator, adventure seeker-outdoor lover & trying to juggle it all at once. Opinions are my own","Tampa Bay",19,0,0,0,0,7309,516,21126,190,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"365","@VernBuchanan @mysuncoast Really? Virtue signaling now?","en",FALSE,"1379100994399789059",2021-04-05 15:57:54,"1379098390907195395","67431229","everyone","20467163","2009-08-20T21:33:31.000Z","fanick82","fanick82",NA,"https://pbs.twimg.com/profile_images/1490502686915059714/aR1iB5N3_normal.jpg",FALSE,NA,FALSE,"",NA,0,0,0,0,0,686,1609,4913,1,NA,NA
"366","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379101175253991428",2021-04-05 15:58:37,"1379101175253991428","367979441","everyone",NA,"2011-09-04T21:51:26.000Z","mrsBreeds","Meems",NA,"https://pbs.twimg.com/profile_images/1347304743371218944/MVncUCLw_normal.jpg",FALSE,NA,FALSE,"","United States",19,0,0,0,0,235,917,3469,1,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"367","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379101595368108032",2021-04-05 16:00:17,"1379101595368108032","19828037","everyone",NA,"2009-01-31T19:40:00.000Z","PeterSchorschFL","Peter Schorsch","https://t.co/xHY94R11d9","https://pbs.twimg.com/profile_images/1608216134850846720/KPutQQoI_normal.jpg",FALSE,NA,FALSE,"Husband to Michelle, Father to Ella. Publisher of @Fla_Pol, https://t.co/xHY94R11d9, INFLUENCE Mag, etc.","In between Disney Cruises",19,0,0,0,0,50891,10181,228206,945,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"368","@VernBuchanan You and the republican administrations that have been in power for years have completely ignored this problem. What a disgrace","en",FALSE,"1379102352549019654",2021-04-05 16:03:17,"1379098390907195395","1267764427434139654","everyone","20467163","2020-06-02T10:26:40.000Z","MRuane16","CyclePath",NA,"https://pbs.twimg.com/profile_images/1537259676911517698/vSbfvy6a_normal.jpg",FALSE,"1302364002778054658",FALSE,"Independent Anti War Conservative who supports prudent social spending. Biden/Harris for my grandchildren. County Mayo roots via Atlantic City NJ. Phillies Phan","Here",0,0,4,0,0,46,758,1840,0,NA,NA
"369","@VernBuchanan 

Vern observing the problem from a great height and doing nothing about it.

This sounds familiar.","en",FALSE,"1379103185369972736",2021-04-05 16:06:36,"1379098390907195395","596524071","everyone","20467163","2012-06-01T13:02:30.000Z","UJ_roc","UJ_roc",NA,"https://pbs.twimg.com/profile_images/1537411166049378304/FcRfHjXG_normal.jpg",FALSE,NA,FALSE,"","In Cognito near Toledo",0,2,6,0,0,131,500,21355,7,NA,NA
"370","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379105812967215108",2021-04-05 16:17:03,"1379105812967215108","974010244111122432","everyone",NA,"2018-03-14T19:51:53.000Z","AdriaIrahetaTV","Adria","https://t.co/HTN6t11bdA","https://pbs.twimg.com/profile_images/1612295053329702914/F-3QUCDx_normal.jpg",FALSE,NA,TRUE,"Comms at @HillsboroughSch. Cycle instructor. Former reporter @BN9. OG @verified™️ I tweet all things Tampa & #GoBolts On a mission to change the world 🌎","Tampa, FL",19,0,0,0,0,1517,1975,9960,24,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"371","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379106043540738048",2021-04-05 16:17:57,"1379106043540738048","303931776","everyone",NA,"2011-05-23T17:13:30.000Z","LaurenWFTS","Lauren St. Germain","https://t.co/ngh04HAbDY","https://pbs.twimg.com/profile_images/1523032941194010630/twHkkQET_normal.jpg",FALSE,NA,TRUE,"📺 Anchor @ABCActionNews 🌴 Instafun: LSGreporting … Download ABC Action News+ on Roku, Amazon Fire & Apple TV","Tampa, FL",19,0,0,0,0,5411,1950,28622,104,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"372","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379106855054667780",2021-04-05 16:21:11,"1379106855054667780","16985474","everyone",NA,"2008-10-26T20:43:11.000Z","Judith08","Judith08",NA,"https://pbs.twimg.com/profile_images/952678916233277440/ideMkWxh_normal.jpg",FALSE,NA,FALSE,"I'm grateful for caring people & Love Westies & Hummingbirds I consider Trump & Fox News a Cancer & fear for Democracy. I vet & follow-My followers are the best","Florida",19,0,0,0,0,3000,3290,60301,8,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"373","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379108228903153671",2021-04-05 16:26:39,"1379108228903153671","17710268","everyone",NA,"2008-11-28T15:17:43.000Z","JillianTV","Jillian Ramos",NA,"https://pbs.twimg.com/profile_images/1564383052259893252/bTggdpKm_normal.jpg",FALSE,NA,FALSE,"Wife, Mom - @ucfalumni ‘09 - @tblightning freak - @oldsmar born and raised - Journalist @abcactionnews - I went viral once","Palm Harbor, FL",19,0,0,0,0,2319,3681,55602,63,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"374","@VernBuchanan Good, now fly over and check out where your island dumped millions of gallons of raw sewage into Sarasota Bay. You do more for statues than you do for people. You knew about this problem and you did nothing.","en",FALSE,"1379108279947776001",2021-04-05 16:26:51,"1379098390907195395","61500997","everyone","20467163","2009-07-30T14:28:21.000Z","Jessperado","Jessica Jones",NA,"https://pbs.twimg.com/profile_images/1556022632272855040/AAud-kS0_normal.jpg",FALSE,NA,FALSE,"","Florida",0,0,10,0,0,228,166,13494,5,NA,NA
"375","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379110050170613772",2021-04-05 16:33:53,"1379110050170613772","172360576","everyone",NA,"2010-07-29T14:36:12.000Z","jacobogles","Jacob Ogles","https://t.co/idjVkGRDwH","https://pbs.twimg.com/profile_images/867213256259244033/4LU2H7P3_normal.jpg",FALSE,NA,FALSE,"Journalist, blogger and all-around nice guy. Read me at https://t.co/idjVkGRDwH, https://t.co/xEm2Jixwuz, https://t.co/KiwfVXafUO, https://t.co/HpkdWGwYde and so much more.","Florida, USA",19,0,0,0,0,4197,4053,14267,75,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"376","@VernBuchanan Flying g around in the helicopter looking important. You've had years to deal with this.","en",FALSE,"1379110532582629383",2021-04-05 16:35:48,"1379098390907195395","178235191","everyone","20467163","2010-08-14T06:01:05.000Z","srqgator1984","John Scott",NA,"https://pbs.twimg.com/profile_images/1436402510713983007/wxplA-mX_normal.jpg",FALSE,"1546994189933715457",FALSE,"GOP ran me off.

#GoGators

#GoBrowns","SW Gulf Coast, Fl.",1,1,7,0,0,444,1046,40848,2,NA,NA
"377","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379110645711446016",2021-04-05 16:36:15,"1379110645711446016","95730811","everyone",NA,"2009-12-09T20:59:30.000Z","OfficialKappy","Michael Kaplan","https://t.co/CodHIZmtDU","https://pbs.twimg.com/profile_images/1588901815650754561/a9wZM9pG_normal.jpg",FALSE,"1535309465884532736",FALSE,"Wrote a note said be back in a minute, bought a boat and I sailed off in it.","🤷🏽‍♂️",19,0,0,0,0,3215,993,67118,11,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"378","@UJ_roc @VernBuchanan Been so for years.","en",FALSE,"1379110691790012416",2021-04-05 16:36:26,"1379098390907195395","178235191","everyone","596524071","2010-08-14T06:01:05.000Z","srqgator1984","John Scott",NA,"https://pbs.twimg.com/profile_images/1436402510713983007/wxplA-mX_normal.jpg",FALSE,"1546994189933715457",FALSE,"GOP ran me off.

#GoGators

#GoBrowns","SW Gulf Coast, Fl.",0,0,0,0,0,444,1046,40848,2,NA,NA
"379","@VernBuchanan Don't think we really need you now.","en",FALSE,"1379110915308654594",2021-04-05 16:37:19,"1379098390907195395","178235191","everyone","20467163","2010-08-14T06:01:05.000Z","srqgator1984","John Scott",NA,"https://pbs.twimg.com/profile_images/1436402510713983007/wxplA-mX_normal.jpg",FALSE,"1546994189933715457",FALSE,"GOP ran me off.

#GoGators

#GoBrowns","SW Gulf Coast, Fl.",0,0,1,0,0,444,1046,40848,2,NA,NA
"380","@VernBuchanan Were Those campaign donations worth it now? We’re they worth it with all the wildlife that is in danger and peoples house that are in danger. If those fail and all that’s after gets out you are putting houses under water 20 feet or more.","en",FALSE,"1379112673133133824",2021-04-05 16:44:18,"1379098390907195395","2800994316","everyone","20467163","2014-09-10T03:35:59.000Z","Willford24","Will",NA,"https://pbs.twimg.com/profile_images/1596523199461728259/HieUiHD2_normal.jpg",FALSE,NA,FALSE,"102.5 the bone loyal listener. Tampa Bay Lightning Super fan. $willford924 #M2cash #teamstacks","Lady Lake, FL",0,0,2,0,0,168,1628,3623,1,NA,NA
"381","@CarolForden @VernBuchanan @JillianTV May I steal this ? 😁","en",FALSE,"1379115029262372868",2021-04-05 16:53:40,"1379098390907195395","1246153641117040641","everyone","764199560835108864","2020-04-03T19:12:55.000Z","JamesBa054","B.S. Champion",NA,"https://pbs.twimg.com/profile_images/1543991579454627840/UG10ljLN_normal.jpg",FALSE,"1328047368726568961",FALSE,"I don't see right or left, I see right or wrong  To never question and only conform with others, is not seeking answers.",NA,0,0,1,0,0,1025,1446,71672,1,NA,NA
"382","RT @StartHereABC: A wastewater storage pond leak in Manatee County has lead to evacuation orders along Florida’s Gulf Coast with Gov. Ron D…","en",FALSE,"1379120323031932932",2021-04-05 17:14:42,"1379120323031932932","15289200","everyone",NA,"2008-07-01T16:01:51.000Z","sramosABC","Stephanie Ramos","https://t.co/exTUuYcCFd","https://pbs.twimg.com/profile_images/844675283974328321/aOQvutIp_normal.jpg",FALSE,NA,TRUE,"@ABC News Network Correspondent /U.S. Army Reserve Major/ Iraq War Veteran",NA,3,0,0,0,0,9113,2029,12222,174,NA,"A wastewater storage pond leak in Manatee County has lead to evacuation orders along Florida’s Gulf Coast with Gov. Ron DeSantis declaring a state of emergency. @sramosABC reports.

LISTEN: https://t.co/OCNTZFdcey https://t.co/AoxI4Tt838"
"383","@StartHereABC @sramosABC Also an important message, we hope you're well in these trying times and had an AMAZING Easter together with loved ones. I’m Richie Skaggs with #SongsForVeterans. We're respectfully reaching out for your support of #SuicidalVeterans with #PTSD.
Watch👇https://t.co/LelF9VBcjJ","en",FALSE,"1379120424286617602",2021-04-05 17:15:06,"1379088407306067978","65809533","everyone","958167261159854081","2009-08-15T03:05:33.000Z","RichieSkaggs","#SongsForVeterans","https://t.co/7aFursWWbl","https://pbs.twimg.com/profile_images/1568261652738412544/edOhGAA0_normal.jpg",FALSE,"1568257462947684356",FALSE,"We honor our Military and Service Members with Video and Music. 
We decided to turn all our efforts toward helping Suicidal Veterans who suffer with PTSD🇺🇸","United States",0,0,1,0,0,1029,992,36190,1,NA,NA
"384","@VernBuchanan Don't care what you do from herein as hard as I and my people worked to get you votes we will work 2×harder to vote you out. Rinos need not apply. Hands off the 2nd amendment traitor.","en",FALSE,"1379121122772402184",2021-04-05 17:17:53,"1379098390907195395","22009570","everyone","20467163","2009-02-26T13:46:46.000Z","flowerpower1955","Soula",NA,"https://pbs.twimg.com/profile_images/1456286165632491521/KGSsjMqP_normal.jpg",FALSE,NA,FALSE,"I will always Block Imbeciles...איך שטענדיק פאַרשפּאַרן ימבעסילעס.......Πάντα μπλοκάρo όλους τους ηλίθιοus",NA,0,0,1,0,0,444,2233,48957,1,NA,NA
"385","@garymorgan3742 @VernBuchanan Only a 👿communist posts this😈 go find Gillum the perv and cry together.","en",FALSE,"1379121453992452096",2021-04-05 17:19:12,"1379098390907195395","22009570","everyone","2885265637","2009-02-26T13:46:46.000Z","flowerpower1955","Soula",NA,"https://pbs.twimg.com/profile_images/1456286165632491521/KGSsjMqP_normal.jpg",FALSE,NA,FALSE,"I will always Block Imbeciles...איך שטענדיק פאַרשפּאַרן ימבעסילעס.......Πάντα μπλοκάρo όλους τους ηλίθιοus",NA,0,0,0,0,0,444,2233,48957,1,NA,NA
"386","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379122565956956162",2021-04-05 17:23:37,"1379122565956956162","22647909","everyone",NA,"2009-03-03T17:22:12.000Z","anthonypedicini","Anthony Pedicini","https://t.co/2pICTD3oNB","https://pbs.twimg.com/profile_images/770287879008378881/XIZ9XFci_normal.jpg",FALSE,NA,FALSE,"#political #strategist & #history student #FSU alumnus. Love fine wine finer #Scotch & finest cigars. #Catholic in belief. #Hockey & #hunting","Tampa, Florida",19,0,0,0,0,2212,790,19237,48,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"387","Piney Point Live Updates: Potential second leak, Buchanan concerned about red tide  via @HeraldTribune ⁦@VernBuchanan⁩  then why the heck do you and your party oppose the infrastructure initiative! Hypocrite!!!. https   www heraldtribune com story news local manatee 2021 04 05 manatee county bradenton piney point live updates evacuations wastewater dumping tampa bay 7087765002","en",FALSE,"1379122639558545408",2021-04-05 17:23:54,"1379122639558545408","730371071912906752","everyone",NA,"2016-05-11T12:16:47.000Z","Meidas_AlexS","Meidas_Alex&SophieCorgi",NA,"https://pbs.twimg.com/profile_images/1529517625121947653/DoOJjtoh_normal.jpg",FALSE,NA,FALSE,"#FloridaStrong! Mom of 4 humans and one corgi named Sophie. Immigrant. Swiss Expat. Proud American. Anglophile. Fashionista. #MeidasMighty. #CorgiCrew.","Sarasota, FL",0,0,0,0,0,798,851,17434,2,NA,"Piney Point Live Updates: Potential second leak, Buchanan concerned about red tide https://t.co/13R8paIupb via @HeraldTribune ⁦@VernBuchanan⁩  then why the heck do you and your party oppose the infrastructure initiative! Hypocrite!!!"
"388","@VernBuchanan ""as soon as my helicopter lands"" https://t.co/ZkLK0W555Y","en",FALSE,"1379124438470426632",2021-04-05 17:31:03,"1379098390907195395","401615116","everyone","20467163","2011-10-30T20:30:40.000Z","Dana_Dunes","1920",NA,"https://pbs.twimg.com/profile_images/1447751573170495490/4IB10tR1_normal.jpg",FALSE,"1361115655844560900",FALSE,"🎼🏒🌊⚖️🤟📚🌎🌍🌏",NA,0,0,0,0,0,290,947,13702,3,NA,NA
"389","@VernBuchanan This potential catastrophe has been under your nose since you became a congressman @VernBuchanan . I guess we should be glad you are finally paying attention.","en",FALSE,"1379126594879549444",2021-04-05 17:39:37,"1379098390907195395","1244642603057975297","everyone","20467163","2020-03-30T15:09:20.000Z","IusiMark","Mark Iusi","https://t.co/OTKU3JIwBv","https://pbs.twimg.com/profile_images/1244646084460363777/COQf3zol_normal.jpg",FALSE,NA,FALSE,"Retired investigative reporter who still believes—more than ever—that Truth & Justice IS the American Way.","Clearwater, FL",0,0,3,0,0,182,812,5082,4,NA,NA
"390","RT @VernBuchanan: Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir hold…","en",FALSE,"1379126704334065666",2021-04-05 17:40:03,"1379126704334065666","751811102175064065","everyone",NA,"2016-07-09T16:11:49.000Z","calusawater","Calusa Waterkeeper",NA,"https://pbs.twimg.com/profile_images/1451641664607604739/2ovGtuQJ_normal.jpg",FALSE,"1583643632804188160",FALSE,"Proud member of Waterkeeper Alliance for #fishable #swimmable #drinkable #cleanwater","Florida, USA",19,0,0,0,0,2251,4966,44629,71,NA,"Flying over the area threatened by contaminated wastewater at Piney Point in Manatee County. A leak at the reservoir holding millions of gallons of polluted water threatens public safety, homes, businesses, farmland, Tampa Bay and Bishop Harbor. (1/2) https://t.co/dnpeU3Uoh1"
"391","@VernBuchanan Thanks for your leadership! Please make sure that the contaminated water is cleaned prior to it being pumped into the bay, or appropriate measures are in place. we have to protect our environment and the bay! @greenpeaceusa @EPA","en",FALSE,"1379128313508151298",2021-04-05 17:46:27,"1379098390907195395","705462142573658112","everyone","20467163","2016-03-03T18:37:36.000Z","miamisanti","Santiago","https://t.co/R7O9IoimMk","https://pbs.twimg.com/profile_images/1511145945941037060/UYBoFhWU_normal.jpg",FALSE,NA,FALSE,"@BlockMo_io Co-Founder. Part-time Stock and Crypto Investor 🚀 Living the Miami Life 🏝","Miami, FL",0,3,1,0,0,124,155,451,6,NA,NA
"392","@CarolForden @srqgator1984 @VernBuchanan via https://t.co/Igf4iU3m1j  

@TB_Times https://t.co/H9lU8yUx2e","und",FALSE,"1379128364578054145",2021-04-05 17:46:39,"1379098390907195395","1109946914492084225","everyone","764199560835108864","2019-03-24T22:35:41.000Z","WarrenEducators","Warren Network",NA,"https://pbs.twimg.com/profile_images/1110311939400441861/YSN-E7di_normal.jpg",FALSE,NA,FALSE,"Highlighting the work and advocacy of the progressive coalition built within Sen. Warren's national efforts. Not tied to the Senator's office/staff.",NA,1,1,1,0,0,739,1601,16510,13,NA,NA
"393","Hazardous water leaking from retention pond in Manatee County might impact Southwest Florida


Big Surprise!

DeSantis toured the site on April 4 and in a press conference stated that the wastewater discharged into Tampa Bay was not considered radioactive,. https   www winknews com 2021 04 04 hazardous water leaking from retention pond in manatee county might impact southwest florida","en",FALSE,"1379130504306425856",2021-04-05 17:55:09,"1379130504306425856","1950346866","everyone",NA,"2013-10-10T00:27:24.000Z","AMacarthurNT","A. Macarthur",NA,"https://pbs.twimg.com/profile_images/1409547754955812877/RKtGUPIF_normal.jpg",FALSE,NA,FALSE,"Retired Newspaper Editor, 30+ Years Representing American Labor (Grievances, Arbitrations, Adverse Actions), Published Author (Political, Editorial Subjects)","Philadelphia, PA",0,1,0,0,0,2970,5006,25111,9,NA,"Hazardous water leaking from retention pond in Manatee County might impact Southwest Florida
https://t.co/zWX8PcEmO0

Big Surprise!

DeSantis toured the site on April 4 and in a press conference stated that the wastewater discharged into Tampa Bay was not considered radioactive,"
"394","@AMacarthurNT I would be surprised is there were not some level of Naturally Occurring Radioactive Material (NORM). Would also not be surprised if DeSantis were lying.","en",FALSE,"1379131690434535424",2021-04-05 17:59:52,"1379130504306425856","1039700950384963586","everyone","1950346866","2018-09-12T02:23:18.000Z","X2Brand","David",NA,"https://pbs.twimg.com/profile_images/1282316286660231168/GMJh_WX__normal.jpg",FALSE,NA,FALSE,"World news and events follower - I stand with Ukraine. Make Putin and his supporters suffer.",NA,0,0,1,1,0,1730,2128,62515,3,NA,NA
"395","Piney Point Live Updates: Potential second leak, Buchanan concerned about red tide  via @heraldtribune. https   www heraldtribune com story news local manatee 2021 04 05 manatee county bradenton piney point live updates evacuations wastewater dumping tampa bay 7087765002","en",FALSE,"1379134169889001472",2021-04-05 18:09:43,"1379134169889001472","72694283","everyone",NA,"2009-09-08T22:54:27.000Z","chrispilz","Chris PIlz",NA,"https://pbs.twimg.com/profile_images/625813409309851648/vWejx1b-_normal.jpg",FALSE,NA,FALSE,"I am a nice sweet guy and a huge SPORTS FAN","Parrish, FL",0,0,0,0,0,1745,5007,440172,53,NA,"Piney Point Live Updates: Potential second leak, Buchanan concerned about red tide https://t.co/7bxQE8ElzB via @heraldtribune"
"396","@miamisanti @VernBuchanan @greenpeaceusa @EPA Leadership? 😂 

This lapdog said he knew for years it was a threat and did NOTHING, then asked people not to focus on his lack of leadership in his own press release. Vern has to go, surprised he got off his yacht to acknowledge this.","en",FALSE,"1379139555744419841",2021-04-05 18:31:07,"1379098390907195395","196343873","everyone","705462142573658112","2010-09-28T22:26:18.000Z","mikejanesphotog","MJ-Four Seam","https://t.co/R2Kxml2hvv","https://pbs.twimg.com/profile_images/913775199635562501/3IWgLsSw_normal.jpg",FALSE,NA,FALSE,"Photographer. CEO @FourSeamImages. MiLB Lifer. Former NCAA 1B/3B & O-Line. Former Coach. MA/BA in Athletic Admin / Health & PE.","Buffalo, NY / Sarasota, FL",0,0,7,0,0,731,2414,6701,24,"4ec01c9dbc693497",NA
"397","@VernBuchanan Can we expect @FLDEPNews to release initial and ongoing water quality data anytime soon as promised on the Piney Point website?","en",FALSE,"1379147855563210755",2021-04-05 19:04:06,"1379098390907195395","425284526","everyone","20467163","2011-11-30T20:17:59.000Z","DNedvidek","Dan Nedvidek",NA,"https://pbs.twimg.com/profile_images/1450925892427988996/JhynlLHH_normal.jpg",FALSE,"1556705777896792065",FALSE,"Geologist. Brownfield remediation and economic development. Fly fishing nut and vintage Honda tinkerer.","St Petersburg, FL",0,0,0,0,0,352,1173,11722,8,NA,NA
"398","The story is not over once the reservoir is stable. ""Piney Point Live Updates: Potential second leak, Buchanan concerned about red tide""  via @brianries  @heraldtribune #PineyPoint. https   www heraldtribune com story news local manatee 2021 04 05 manatee county bradenton piney point live updates evacuations wastewater dumping tampa bay 7087765002","en",FALSE,"1379150364889411585",2021-04-05 19:14:05,"1379150364889411585","346610623","everyone",NA,"2011-08-01T15:09:18.000Z","alexhydro","Alexandra Lutz","https://t.co/bBjAuNLuX8","https://pbs.twimg.com/profile_images/1395012914310836225/ppxbFrhS_normal.jpg",FALSE,"1589496408566304769",FALSE,"Water science | At home and half a world away | GenX | Views = Mine","Reno, Nevada, USA",0,0,1,0,0,127,130,346,4,NA,"The story is not over once the reservoir is stable. ""Piney Point Live Updates: Potential second leak, Buchanan concerned about red tide"" https://t.co/rWAVoNPFNT via @brianries  @heraldtribune #PineyPoint"
"399","@VernBuchanan I’ll be monitoring the situation.... https://t.co/VwOxgYUf1z","en",FALSE,"1379153134535249920",2021-04-05 19:25:05,"1379098390907195395","1325889136872611843","everyone","20467163","2020-11-09T19:54:00.000Z","RanceWilla","J (Dana’s A Nazi Now) Rance",NA,"https://pbs.twimg.com/profile_images/1618419833674104838/qa34ToAA_normal.jpg",FALSE,NA,FALSE,"Democracy “Coven” 🧙🏼‍♀️Keeping an eye on the crazies. A pinch of blue in a wacky red stew. Specializing in weird. #NeverForgetJanuary6th #FuckEM","Sarasota, FL",0,0,1,0,0,3380,2662,21000,16,NA,NA
"400","@BlueStates2022 @VernBuchanan @PeterSchorschFL @nikkifried He was aware of it back at minimum Oct 2020.  He tweeted about it!","en",FALSE,"1379159275096932360",2021-04-05 19:49:29,"1379098390907195395","1558685574","everyone","49289506","2013-06-30T19:03:45.000Z","terraceia16","Coralgablesnative",NA,"https://pbs.twimg.com/profile_images/951559442138574849/EnLtx_GZ_normal.jpg",FALSE,NA,FALSE,"Father of two amazing young adults","Barrington, IL",0,1,1,0,0,6,28,109,0,NA,NA
"401","@BlueStates2022 @VernBuchanan @PeterSchorschFL @nikkifried https://t.co/IlESCWB9dI","qme",FALSE,"1379162253925175300",2021-04-05 20:01:19,"1379098390907195395","1558685574","everyone","1558685574","2013-06-30T19:03:45.000Z","terraceia16","Coralgablesnative",NA,"https://pbs.twimg.com/profile_images/951559442138574849/EnLtx_GZ_normal.jpg",FALSE,NA,FALSE,"Father of two amazing young adults","Barrington, IL",0,1,0,0,0,6,28,109,0,NA,NA
"402","@LizzieTheLawyer @VernBuchanan I am curious as to how many times Rep. Vern has been to the site prior to this?  My guess is never.  If he had, it would’ve been on the news.  All he’d had to do is drive by on Buckley Rd. to see land laid to waste!!!","en",FALSE,"1379164594783064069",2021-04-05 20:10:37,"1379098390907195395","1558685574","everyone","1278117045830385665","2013-06-30T19:03:45.000Z","terraceia16","Coralgablesnative",NA,"https://pbs.twimg.com/profile_images/951559442138574849/EnLtx_GZ_normal.jpg",FALSE,NA,FALSE,"Father of two amazing young adults","Barrington, IL",0,1,5,0,0,6,28,109,0,NA,NA
