"","text","id","reply_settings","created_at.x","lang","possibly_sensitive","in_reply_to_user_id","conversation_id","author_id","location","username","url","name","created_at.y","verified","pinned_tweet_id","profile_image_url","description","protected","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"519","@RCCallihan @VernBuchanan ... I got nothing done then. Can't get anything done now...","1379827353229135878","everyone",2021-04-07 16:04:11,"en",FALSE,"1697808410","1379113029502140417","1375095667438280708","Circus Town, USA","ConsultCurbside",NA,"Curbside Consult","2021-03-25T14:42:19.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1375097512193884165/rCf6P8es_normal.jpg","Trying to keep the devil down in the hole.",FALSE,NA,0,0,0,0,0,28,374,1007,0
"520","UPDATE: By late Wednesday, water samples in Tampa Bay were beginning to show elevated levels of phosphorus, which could lead to algae blooms such as red tide that can harm marine life and wreck tourism.
✍🏽 w/ @RCCallihan
📷 @pportalphoto
https://t.co/57koD4JzD1","1379951825567285256","everyone",2021-04-08 00:18:48,"en",FALSE,NA,"1379951825567285256","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",13,2,12,3,0,2840,1467,31062,82
"521","@JDeleon1012 @RCCallihan @pportalphoto Thanks. As expected, but data is necessary","1379955624268734466","everyone",2021-04-08 00:33:53,"en",FALSE,"265559945","1379951825567285256","1130495022904877056","Florida, USA","drterdal",NA,"dr “did get bivalent” terdal","2019-05-20T15:26:31.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1617665212798177280/2gyt2QYg_normal.jpg","Husband, dad to adults, cat & dog daddy, biologist (retired)",FALSE,NA,0,0,0,0,0,93,587,1893,0
"522","@JDeleon1012 @RCCallihan @pportalphoto Florida is a third world country.","1380062889709608960","everyone",2021-04-08 07:40:07,"en",FALSE,"265559945","1379951825567285256","1195014876789432320",NA,"_SpringSprings_",NA,"Days Are Getting Longer","2019-11-14T16:25:48.000Z",FALSE,"1603883591439712259","https://pbs.twimg.com/profile_images/1609605319394484226/6oODazNK_normal.jpg","“Know who you are. Be that person.” -Timmy",FALSE,NA,0,1,1,0,0,1192,1890,48788,0
"523","Red tide might make a new visit to the region reports @RCCallihan https://t.co/B8IESsM5p8","1380199132690796548","everyone",2021-04-08 16:41:30,"en",FALSE,NA,"1380199132690796548","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"944823725419dd20",1,0,2,0,0,3163,1917,76767,119
"524","@ShamrockBlessed @JDeleon1012 @RCCallihan @pportalphoto How we all laughed when they discovered they didn't need those ponds with this dry method - unlike the ponds, not concentrating the pollutants and radionuclides over time. No beneficiation step. Can use low grade phosphate rock. Requires petroleum coke. https://t.co/WVy8Peqzn1 https://t.co/AdwgVM6FcF","1380208708815314949","everyone",2021-04-08 17:19:33,"en",FALSE,"1195014876789432320","1379951825567285256","849884086789447680","Ptuj, Slovenia","turizemptuj","https://t.co/NuXmB6d9aw","turizemptuj","2017-04-06T07:18:51.000Z",FALSE,"854025964736663553","https://pbs.twimg.com/profile_images/849885433509097473/UCRPkRzF_normal.jpg","Please bring an empty bottle or other airtight container.

Zorbers welcome.
Anarchic non-anarchist.

Resisting linguistic apartheid in Slovenia at:",FALSE,NA,1,0,0,0,0,691,4994,77519,4
"525","#RedTide being felt on #AnnaMariaIsland https://t.co/TKZU55cH2R","1387562535226859520","everyone",2021-04-29 00:21:02,"en",FALSE,NA,"1387562535226859520","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,0,0,0,3163,1917,76767,119
"526","@ChrismPrism It just breaks my heart when we have red tide. ☹️","1404110162877689858","everyone",2021-06-13 16:15:24,"en",FALSE,"634117618","1404102539545616388","54771130","Bradenton, Florida","True_Thoughts",NA,"Thoughts Of Truth 🌻💛💙","2009-07-08T02:35:46.000Z",FALSE,"1272641776642375681","https://pbs.twimg.com/profile_images/1452848858866847747/GleqAO-m_normal.jpg","My name is Patricia, and I ask questions in order to get to the truth of the matter. Independent. Jersey girl born and raised",FALSE,"cc1dadd72eefd2f7",0,0,1,1,0,1451,929,89718,19
"527","@TheJohnSenning
Red tide! https://t.co/0Km4l4TOkt","1405253563312488454","everyone",2021-06-16 19:58:52,"da",FALSE,"1526276070","1405253563312488454","1374115500423311366","Ruskin, FL","RuskinMayor",NA,"JJ","2021-03-22T21:47:30.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1382500010114355201/qOu-4V35_normal.jpg","Tampa born Southern Hillsborough County raised.
State contractor certifications: CGC,CBC,SCC 
a real estate license and an ordained minister 😉",FALSE,"07d9d30575c88002",0,0,1,0,0,55,192,2880,1
"528","Great for Anna Maria, but elsewhere feeling strong effects of #redtide 

Red tide still strong in Tampa Bay but mostly steering clear of AMI, new samples show 
✍🏽 @RBallogg https://t.co/jhv2iqXlXc","1408125564846751747","everyone",2021-06-24 18:11:11,"en",FALSE,NA,"1408125564846751747","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,2,0,0,2840,1467,31062,82
"529","Had the most incredible food at #lidobeach today at the #boatraces #bluecrab errrrrything 🤤#sundayvibes 🤙🏼🌺🧜🏽‍♀️ #sundayfunday  - had my first up close encounter with a manatee and sea turtles stopped the race - I love where I live 💕#sealife is back #redtide killed it for awhile https://t.co/7QluaOtQSM","1409241908216487938","everyone",2021-06-27 20:07:08,"en",FALSE,NA,"1409241908216487938","145455972",NA,"tarynperky",NA,"tearin paper","2010-05-19T01:12:46.000Z",FALSE,"1469805572723724293","https://pbs.twimg.com/profile_images/1610445005813841920/9aVuqTc__normal.jpg","wifey&mom.born & raised ohioian slowly becoming a Floridian,lover of ALL real housewives shows.Ohio sports nut.florida living.beach going #ilivewhereyouvacation",FALSE,"0064b4f401ced97c",0,0,3,0,0,1001,2876,23271,5
"530","You could see, smell and taste the red tide in the water off of North Coquina boat ramp this morning. #redtide #ami #bradentonbeach https://t.co/YedA98QIjR","1415366519937191941","everyone",2021-07-14 17:44:09,"en",FALSE,NA,"1415366519937191941","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"224d8d4e6da92f36",6,0,4,0,0,2840,1467,31062,82
"531","Sad but not surprising to see red tide on the rebound across the Suncoast and in Tampa Bay. Hoping this is not another mega-outbreak as in 2017-8. https://t.co/83d040SkfJ","1415417310953758726","everyone",2021-07-14 21:05:58,"en",FALSE,NA,"1415417310953758726","3109242349","Sarasota, FL","DanHenryWeather","https://t.co/pXKHlnFDQu","Dan Henry","2015-03-27T04:38:01.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/937296777459400705/WUWzxi04_normal.jpg","Meteorologist at Metro Wx Service. M.S. Applied Meteorology @msstate. Seen/heard: @FloridaStorms, @SNNTV, @NPR Not @Fox4Weather but he seems nice",FALSE,"011ed4fb4c93abc7",3,0,2,1,0,894,612,6666,34
"532","Great to visit @MoteMarineLab today to see the new technologies they are testing to help mitigate red tide. The experts at Mote are at the forefront of amazing research, which is first of the nation work being done here in Florida. So very important to protect our water quality! https://t.co/rYjHDKXEpi","1416199415124176906","everyone",2021-07-17 00:53:46,"en",FALSE,NA,"1416199415124176906","713426736","Bradenton, Florida","will_robinsonjr","https://t.co/EbGe5HE6mY","Will Robinson","2012-07-24T01:03:39.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1040664450708254721/ymnLZFoB_normal.jpg","Representative for Florida House District 71. Born and raised in Manatee County. Graduate of Manatee High School. Practices real estate law.",FALSE,"008338532a26abed",2,0,14,0,0,1826,1026,508,54
"533","Here’s a way to fight red tide too…stop toxic dumping in our bays &amp; estuaries #PineyPoint https://t.co/4lm1WcuGNI","1416296864496984064","everyone",2021-07-17 07:21:00,"en",FALSE,NA,"1416296864496984064","264936903",NA,"nefootball1",NA,"Fred Colagiovanni","2011-03-12T18:19:42.000Z",FALSE,"831272137629511682","https://pbs.twimg.com/profile_images/1556084447082123264/_wu-Tq_q_normal.jpg","SU Alum*Ride & Die NE Sports*Bjj BB*❤️Europe*Hiking 🏔 *Gym rat*Intermittent Faster*Proud Dad*",FALSE,"008338532a26abed",1,0,3,0,0,451,1654,6886,4
"534","@GoBlueLioness @ThatGirlAubreyy 😭 also think we just beat red tide","1416869910093787137","everyone",2021-07-18 21:18:05,"en",FALSE,"2469746749","1416779695392239618","265849206","Louisville, Kentucky","moereese123",NA,"moe","2011-03-14T07:11:18.000Z",FALSE,"1257443232033710081","https://pbs.twimg.com/profile_images/1559625757755850753/AutoqqXf_normal.jpg","#Lions #Bulls #Louisvillecards #Dad #stepdad  #novicesignlanguageinterpreter",FALSE,"008338532a26abed",0,0,1,0,0,777,949,57101,4
"535","Summer Family Vacation 2021. 
Treasure Island is overtaken by Red Tide but Facebook came through with suggestions and we were able to have our beach day at beautiful Anna Maria Island Beach 🏖 👩‍👩‍👦‍👦☀️ https://t.co/iJkVvdUzgs","1417077294582091783","everyone",2021-07-19 11:02:09,"en",FALSE,NA,"1417077294582091783","1183777339576082432",NA,"steph_pao",NA,"Steph✊🏽🇨🇴","2019-10-14T16:11:34.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1612453183569252352/1RGOy-th_normal.jpg","📍Nashville, TN 🇨🇴Caleña🇨🇴 #NashvilleSC #AmericaDeCali 🌈 @NSCRoadies #BlackLivesMatter she/her",FALSE,"07d9e4be17c82005",0,2,11,0,0,2104,748,15844,8
"536","@steph_pao Enjoy!","1417078016866455552","everyone",2021-07-19 11:05:01,"en",FALSE,"1183777339576082432","1417077294582091783","27486519","Johannesburg, South Africa","nimalen316",NA,"Halsey Nim","2009-03-29T19:33:29.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1377169867825016832/bBoJshC5_normal.jpg","Long suffering Everton,Milan, Sharks & Bafana Bafana fan.This is my escape from reality 🇿🇦",FALSE,NA,0,0,1,0,0,592,615,36929,4
"537","@steph_pao We are supposed to be heading down to Treasure Island this weekend but it looks like I’m going to be forced to find another landing spot at the last minute! 😞","1417819294721785859","everyone",2021-07-21 12:10:36,"en",FALSE,"1183777339576082432","1417077294582091783","247296876",NA,"Gj4Bama1",NA,"Greg Jones 🐘🥋","2011-02-04T14:17:54.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1290743784075075586/vC4iVc-9_normal.jpg","My opinions may have changed, but not the fact that I’m right. #RollTide",FALSE,NA,0,1,0,0,0,573,4000,3010,1
"538","@Gj4Bama1 Yeah it’s pretty bad right now. Today is our last day here. The smell is AWFUL. You can’t enjoy the restaurants on the water.","1417820745632206851","everyone",2021-07-21 12:16:22,"en",FALSE,"247296876","1417077294582091783","1183777339576082432",NA,"steph_pao",NA,"Steph✊🏽🇨🇴","2019-10-14T16:11:34.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1612453183569252352/1RGOy-th_normal.jpg","📍Nashville, TN 🇨🇴Caleña🇨🇴 #NashvilleSC #AmericaDeCali 🌈 @NSCRoadies #BlackLivesMatter she/her",FALSE,"5d231ed8656fcf5a",0,1,1,0,0,2104,748,15847,8
"539","@steph_pao That’s terrible! Unfortunately we were supposed to head that way this weekend but it looks like we are going to cancel. There’s no sense in going if you can’t enjoy the beach.","1417936327610404874","everyone",2021-07-21 19:55:39,"en",FALSE,"1183777339576082432","1417077294582091783","247296876",NA,"Gj4Bama1",NA,"Greg Jones 🐘🥋","2011-02-04T14:17:54.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1290743784075075586/vC4iVc-9_normal.jpg","My opinions may have changed, but not the fact that I’m right. #RollTide",FALSE,NA,0,1,1,0,0,573,4000,3010,1
"540","More nationa attention for Florida’s #RedTide https://t.co/mrndktH8BG","1417970336641994759","everyone",2021-07-21 22:10:47,"en",FALSE,NA,"1417970336641994759","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"008338532a26abed",18,1,27,0,0,3163,1917,76767,119
"541","It’s not like the awful 2018 #redtide but it didn’t get that awful in 2018 until the first week of August https://t.co/OwJbfc6zQC","1418007487945531393","everyone",2021-07-22 00:38:25,"en",FALSE,NA,"1418007487945531393","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,0,0,0,3163,1917,76767,119
"542","* National","1418012500390461447","everyone",2021-07-22 00:58:20,"en",FALSE,"349049976","1417970336641994759","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,1,0,0,0,3163,1917,76771,119
"543","@MRMasferrer As a Georgian, I love Florida and have been visiting there my whole life. I hate that this is happening. We need agriculture but we also need to protect our coastal ecosystem.","1418018009818542083","everyone",2021-07-22 01:20:13,"en",FALSE,"349049976","1417970336641994759","1290702317126328325","Federal Way, WA","EverydayAmazed",NA,"v","2020-08-04T17:33:34.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1332808664688758792/y6f9dyqS_normal.jpg","",FALSE,NA,0,0,0,0,0,301,688,40178,3
"544","@Gj4Bama1 @steph_pao We are supposed to head there tomorrow. We talked about cancelling but are coming anyway. Our resort isn’t cooperating.","1418236052993576960","everyone",2021-07-22 15:46:39,"en",FALSE,"247296876","1417077294582091783","346995504","Sikeston, MO","RichardMcGill89",NA,"Richard McGill","2011-08-02T04:02:13.000Z",FALSE,"1401364872500232194","https://pbs.twimg.com/profile_images/1611174747777138688/OW7f5ewK_normal.jpg","Father, husband, friend, Cardinals lover, beach lover, Ole Miss dad. Dumber half of the @PlayingCatchPod",FALSE,NA,0,0,1,0,0,413,852,22157,5
"545","@therealpool Fo real!! I’m wondering if it has anything to do with the red tide here.. It’s pretty gnarley- lots and lots of dead fish and sea life and I was right by the ocean for 4 days","1418415552746377217","everyone",2021-07-23 03:39:55,"en",FALSE,"2564383200","1418346641199878148","145455972",NA,"tarynperky",NA,"tearin paper","2010-05-19T01:12:46.000Z",FALSE,"1469805572723724293","https://pbs.twimg.com/profile_images/1610445005813841920/9aVuqTc__normal.jpg","wifey&mom.born & raised ohioian slowly becoming a Floridian,lover of ALL real housewives shows.Ohio sports nut.florida living.beach going #ilivewhereyouvacation",FALSE,"0064b4f401ced97c",0,1,0,0,0,1001,2876,23271,5
"546","This morning at the Bradenton Yacht Club, the Suncoast Waterkeeper are joining with Tampa Bay Waterkeeper to provide the community a scientific forum on red tide and lyngbya. https://t.co/1UCgZhK6Tg","1418541256142172160","everyone",2021-07-23 11:59:25,"en",FALSE,NA,"1418541256142172160","150911871","Ft. Myers, FL","YourWXJustin",NA,"Justin Hobbs","2010-06-02T03:55:45.000Z",TRUE,"1574883929613541381","https://pbs.twimg.com/profile_images/1596635872170070018/oVxCSaHQ_normal.jpg","EMMY®️ Award Winning Meteorologist at NBC 2 🏝",FALSE,"07d9d3524f485003",1,0,5,0,0,2682,1699,3507,38
"547","“Did Piney Point impact red tide?” https://t.co/pbOkaUl0Dy","1418565537815224323","everyone",2021-07-23 13:35:54,"en",FALSE,NA,"1418565537815224323","150911871","Ft. Myers, FL","YourWXJustin",NA,"Justin Hobbs","2010-06-02T03:55:45.000Z",TRUE,"1574883929613541381","https://pbs.twimg.com/profile_images/1596635872170070018/oVxCSaHQ_normal.jpg","EMMY®️ Award Winning Meteorologist at NBC 2 🏝",FALSE,"07d9d3524f485003",2,3,8,0,0,2682,1699,3507,38
"548","@YourWXJustin Im gonna take an intellectual leap here and say YES 😔","1418570228385173513","everyone",2021-07-23 13:54:32,"en",FALSE,"150911871","1418565537815224323","42260122","Sarasota, FL","bobbydevito","https://t.co/rWWN8Ihtqy","bobby devito","2009-05-24T18:52:19.000Z",FALSE,"1516156137279832066","https://pbs.twimg.com/profile_images/1505674480483545089/8OiG2m4t_normal.jpg","Every day, priests minutely examine the Law And endlessly chant complicated sutras. Learn to read the love letters sent by the wind and rain, the snow and moon.",FALSE,NA,0,0,1,0,0,2252,4673,19541,65
"549","@YourWXJustin Ya Think???","1418597287589199874","everyone",2021-07-23 15:42:04,"en",FALSE,"150911871","1418565537815224323","1075821466371977216","Sarasota, FL","BillEnslen",NA,"bill_enslen","2018-12-20T18:33:20.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1078352409674551298/2VHso3Im_normal.jpg","",FALSE,NA,0,0,0,0,0,4,59,20,0
"550","@YourWXJustin ...i see the origin of Florida’s current red tide catastrophe:

#DumpNotLeak #DidDesantisKnow
#RedTide #PlannedNotAccidental
#FloridaSOE 

👇 https://t.co/Hr2HLO0Kfh","1418720093643673603","everyone",2021-07-23 23:50:03,"en",FALSE,"150911871","1418565537815224323","36511714",NA,"lalavibes",NA,"angela","2009-04-29T22:58:12.000Z",FALSE,"1603114052783316997","https://pbs.twimg.com/profile_images/1342958392936173569/m_4oRgdj_normal.jpg","before 2017, i tweeted song lyrics to help w/ writer’s block...how long…how long must we sing this song…💔",FALSE,NA,1,0,1,0,0,1436,1345,4400,0
"551",".@NWS issues #redtide advisory for coastal Manatee until 10pm Saturday Respiratory irritation possible https://t.co/NFXy1lHnsP","1419080934696099842","everyone",2021-07-24 23:43:54,"en",FALSE,NA,"1419080934696099842","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,0,0,0,3163,1917,76767,119
"552","@mbrouseoh @Theraflu @Teladoc Nope not at all haha!! mine was supposedly a sinus infection- pretty sure it was a bacterial upper respiratory infection that I picked up from red tide at the beach - I’m on antibiotics and feeling so much better - if it were@viral they wouldn’t work","1419370047244484613","everyone",2021-07-25 18:52:44,"en",FALSE,"139596611","1419312926654181378","145455972",NA,"tarynperky",NA,"tearin paper","2010-05-19T01:12:46.000Z",FALSE,"1469805572723724293","https://pbs.twimg.com/profile_images/1610445005813841920/9aVuqTc__normal.jpg","wifey&mom.born & raised ohioian slowly becoming a Floridian,lover of ALL real housewives shows.Ohio sports nut.florida living.beach going #ilivewhereyouvacation",FALSE,"0064b4f401ced97c",0,0,1,0,0,1001,2876,23271,5
"553","Blame it on #redtide https://t.co/jmvUJzENZh","1419381408141914112","everyone",2021-07-25 19:37:53,"en",FALSE,NA,"1419381408141914112","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",2,0,0,0,0,3163,1917,76767,119
"554","Red tide is expected to intensify, and scientists point the finger at Piney Point https://t.co/FvYOs64PNi","1419577870977052675","everyone",2021-07-26 08:38:33,"en",FALSE,NA,"1419577870977052675","394878948","Bradenton, Florida","tompkinscondie","https://t.co/XG5wZPllJ4","Tiffany Tompkins","2011-10-20T19:32:36.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png","Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.",FALSE,"b83641daa7c732dc",0,0,0,0,0,2347,2806,9736,60
"555","How do you prep for red tide? Manatee has a plan for possible impact on Anna Maria https://t.co/phlJpuGANA","1419982276176273409","everyone",2021-07-27 11:25:31,"en",FALSE,NA,"1419982276176273409","394878948","Bradenton, Florida","tompkinscondie","https://t.co/XG5wZPllJ4","Tiffany Tompkins","2011-10-20T19:32:36.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png","Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.",FALSE,"008338532a26abed",0,0,0,0,0,2347,2806,9736,60
"556","Red Tide https://t.co/sg8B0tMjab","1420541998503809024","everyone",2021-07-29 00:29:39,"da",FALSE,NA,"1420541998503809024","761012254703747073","Florida, USA","NickDangrBA",NA,"Ben Adler","2016-08-04T01:33:55.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1604291862638071809/ApmTlRlB_normal.jpg","",FALSE,"944823725419dd20",1,0,2,0,0,23,212,1339,0
"557","Some of the rarest species of sea turtles https://t.co/LManHbrZwO","1420701402524012545","everyone",2021-07-29 11:03:04,"en",FALSE,NA,"1420701402524012545","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,1,0,0,3163,1917,76767,119
"558","Doing a bit of sight seeing during my day off today... this big guy washed up on shore at Whitney Beach. @HeraldTribune #RedTide #Florida https://t.co/NETvOEjTSn","1420778950414962689","everyone",2021-07-29 16:11:13,"en",FALSE,NA,"1420778950414962689","855611885164654593","Bradenton, FL","Reportographer",NA,"Jesse Mendoza","2017-04-22T02:39:04.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1412557251903164416/nvf-NJ7I_normal.jpg","I cover Manatee County news for the Sarasota Herald-Tribune, and anything else in Florida they let me write about!",FALSE,"103466d90d54c000",1,2,2,0,0,255,247,256,8
"559","@Reportographer @HeraldTribune Estimated size?","1420781210612211715","everyone",2021-07-29 16:20:12,"en",FALSE,"855611885164654593","1420778950414962689","624039687","Tampa, FL","Tampa_Live",NA,"Tampa Live","2012-07-01T18:06:46.000Z",FALSE,"1545062679089397760","https://pbs.twimg.com/profile_images/414059198691811330/iFa2WNdz_normal.jpeg","Enjoy the Tampa news.",FALSE,NA,0,1,0,0,0,7344,404,44007,189
"560","@GovRonDeSantis you’re not doing anything about the red tide and at the same time killing your citizens with the virus. And you think you’re going to be the President????","1421247288974925829","everyone",2021-07-30 23:12:13,"en",FALSE,"1058807868","1421247288974925829","748276872539144192","Bradenton, Fl.","jsig1107fla",NA,"Jerome Signaigo","2016-06-29T22:08:03.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/748288643819835398/yWAkU6AN_normal.jpg","Retired in Florida. Born in St. Louis, lived in Cincinnati. Veteran of U.S. Army.",FALSE,"00512e800f6ac9b5",0,0,0,0,0,17,34,7246,0
"561","Red tide victim on snake island near the #Venice FL inlet. Also more jellyfish in the area than usual. @MyFWC @robhild @MikeOMearaShow @capthlr @FOX13News https://t.co/jxTFFoVkZU","1421598708072951813","everyone",2021-07-31 22:28:38,"en",FALSE,NA,"1421598708072951813","3311539324","Bradenton, FL","SteveB446",NA,"Steve Bianchi 🇺🇸","2015-06-07T04:16:39.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1109272408412876801/jBCKFDM0_normal.png","Veteran, tech expert, chopper pilot, coffee lover.",FALSE,"008338532a26abed",0,1,1,0,0,28244,18,262,10
"562","I only see a couple of small dead fish on Cortez Beach this morning but my throat has that red tide tickle. https://t.co/CgWubq89ig","1422150871924846593","everyone",2021-08-02 11:02:44,"en",FALSE,NA,"1422150871924846593","394878948","Bradenton, Florida","tompkinscondie","https://t.co/XG5wZPllJ4","Tiffany Tompkins","2011-10-20T19:32:36.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png","Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.",FALSE,"224d8d4e6da92f36",0,0,2,0,0,2347,2806,9736,60
"563","@BarryVictor5 Red Tide State","1422850416161824771","everyone",2021-08-04 09:22:29,"no",FALSE,"760545307713122304","1422555321378148363","1280565990489829376","Bradenton, FL","jill_rovner",NA,"Jill Rovner","2020-07-07T18:15:36.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1412216331353608197/ykz_EdBd_normal.jpg","Never Trumper, patriotic America, who loves my country animal lover atheist believes in science",FALSE,"fe2f57acdd2dad03",0,0,0,0,0,66,128,1164,0
"564","@BarryVictor5 Oops Red Tide State...its early","1422850839698358273","everyone",2021-08-04 09:24:10,"en",FALSE,"760545307713122304","1422555321378148363","1280565990489829376","Bradenton, FL","jill_rovner",NA,"Jill Rovner","2020-07-07T18:15:36.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1412216331353608197/ykz_EdBd_normal.jpg","Never Trumper, patriotic America, who loves my country animal lover atheist believes in science",FALSE,"fe2f57acdd2dad03",0,0,0,0,0,66,128,1164,0
"565","@Tampa_Live @HeraldTribune I'm bad at eyeballing, but it was big. Easily the largest animal I have personally seen wash on shore near here.","1422862212729819138","everyone",2021-08-04 10:09:21,"en",FALSE,"624039687","1420778950414962689","855611885164654593","Bradenton, FL","Reportographer",NA,"Jesse Mendoza","2017-04-22T02:39:04.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1412557251903164416/nvf-NJ7I_normal.jpg","I cover Manatee County news for the Sarasota Herald-Tribune, and anything else in Florida they let me write about!",FALSE,NA,0,0,1,0,0,255,247,256,8
"566","Heads up y'all! Sarasota is set to begin cleaning up fish killed by red tide from local beaches. Manatee cleaned about 10 tons of dead fish in the past week. @ManateeGov
@SRQCountyGov #redtide #manateecounty #sarasotacounty 

https://t.co/Q3eqbSUGrK","1423043263397830662","everyone",2021-08-04 22:08:47,"en",FALSE,NA,"1423043263397830662","855611885164654593","Bradenton, FL","Reportographer",NA,"Jesse Mendoza","2017-04-22T02:39:04.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1412557251903164416/nvf-NJ7I_normal.jpg","I cover Manatee County news for the Sarasota Herald-Tribune, and anything else in Florida they let me write about!",FALSE,"008338532a26abed",0,0,0,0,0,255,247,256,8
"567","Make America Florida #redtide @ Parrish, Florida https://t.co/iHUk6Bu0PU","1423303968164352003","everyone",2021-08-05 15:24:44,"pt",FALSE,NA,"1423303968164352003","850471569474412545","Lancaster, PA","nstoyc",NA,"Noah Stoycos","2017-04-07T22:13:17.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1077303967342833664/ezKTEcFA_normal.jpg","Noah Stoycos",FALSE,"01b3372f2fcfd1c6",0,0,0,0,0,12,101,109,0
